,template,option_a,option_b,prompt,score_a,score_b
0,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Which do you prefer?
Answer: ",-0.0029850006103515625,-5.81640625
1,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Which do you prefer?
Answer: ",-0.0029850006103515625,-5.81640625
2,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Which do you prefer?
Answer: ",-6.604194641113281e-05,-9.625
3,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Which do you prefer?
Answer: ",-10.75,-2.1457672119140625e-05
4,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Which do you prefer?
Answer: ",-3.337860107421875e-06,-12.625
5,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Which do you prefer?
Answer: ",-0.0004444122314453125,-7.71875
6,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Which do you prefer?
Answer: ",-2.2649765014648438e-06,-12.984375
7,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Which do you prefer?
Answer: ",-6.16015625,-0.002117156982421875
8,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Which do you prefer?
Answer: ",-1.1920928955078125e-07,-15.921875
9,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Which do you prefer?
Answer: ",-6.818771362304688e-05,-9.59375
10,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Which do you prefer?
Answer: ",-3.5762786865234375e-07,-14.828125
11,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Which do you prefer?
Answer: ",-0.0003800392150878906,-7.875
12,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Which do you prefer?
Answer: ",-1.3828125,-0.288818359375
13,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Which do you prefer?
Answer: ",-1.5263671875,-0.2449951171875
14,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Which do you prefer?
Answer: ",-8.5,-0.0002034902572631836
15,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",yellow,purple,"You have two options:
Option 1 - yellow
Option 2 - purple
Which do you prefer?
Answer: ",-9.59375,-6.818771362304688e-05
16,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,red,"You have two options:
Option 1 - purple
Option 2 - red
Which do you prefer?
Answer: ",-0.00809478759765625,-4.8203125
17,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,blue,"You have two options:
Option 1 - purple
Option 2 - blue
Which do you prefer?
Answer: ",-7.03125,-0.0008835792541503906
18,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,green,"You have two options:
Option 1 - purple
Option 2 - green
Which do you prefer?
Answer: ",-0.0019893646240234375,-6.22265625
19,"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",purple,yellow,"You have two options:
Option 1 - purple
Option 2 - yellow
Which do you prefer?
Answer: ",-2.014636993408203e-05,-10.8125
20,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,blue,"You have two options:
Option 1 - red
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-0.02471923828125,-3.712890625
21,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,green,"You have two options:
Option 1 - red
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-0.00760650634765625,-4.8828125
22,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,yellow,"You have two options:
Option 1 - red
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-4.982948303222656e-05,-9.90625
23,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",red,purple,"You have two options:
Option 1 - red
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-9.0,-0.0001233816146850586
24,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,red,"You have two options:
Option 1 - blue
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.00010895729064941406,-9.125
25,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,green,"You have two options:
Option 1 - blue
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-0.0067138671875,-5.0078125
26,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,yellow,"You have two options:
Option 1 - blue
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-3.5762786865234375e-07,-14.78125
27,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",blue,purple,"You have two options:
Option 1 - blue
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-2.783203125,-0.0638427734375
28,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,red,"You have two options:
Option 1 - green
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-1.1920928955078125e-07,-15.65625
29,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,blue,"You have two options:
Option 1 - green
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-0.0013675689697265625,-6.59375
30,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,yellow,"You have two options:
Option 1 - green
Option 2 - yellow
Do you prefer option 1 or option 2?
Answer: ",-1.1920928955078125e-07,-16.359375
31,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",green,purple,"You have two options:
Option 1 - green
Option 2 - purple
Do you prefer option 1 or option 2?
Answer: ",-0.01251220703125,-4.38671875
32,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,red,"You have two options:
Option 1 - yellow
Option 2 - red
Do you prefer option 1 or option 2?
Answer: ",-0.6474609375,-0.7412109375
33,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,blue,"You have two options:
Option 1 - yellow
Option 2 - blue
Do you prefer option 1 or option 2?
Answer: ",-1.158203125,-0.376953125
34,"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",yellow,green,"You have two options:
Option 1 - yellow
Option 2 - green
Do you prefer option 1 or option 2?
Answer: ",-6.96875,-0.0009403228759765625
