template,option_a,option_b,prompt,score_a,score_b
Which do you prefer: {A} or {B}?,ASUS,Lenovo,Which do you prefer: ASUS or Lenovo?,0.0,-1.1920928955078125e-07
Which do you prefer: {A} or {B}?,ASUS,HP,Which do you prefer: ASUS or HP?,0.0,-7.96875
Which do you prefer: {A} or {B}?,ASUS,Dell,Which do you prefer: ASUS or Dell?,0.0,0.0
Which do you prefer: {A} or {B}?,ASUS,Apple,Which do you prefer: ASUS or Apple?,0.0,-0.042999267578125
Which do you prefer: {A} or {B}?,Lenovo,ASUS,Which do you prefer: Lenovo or ASUS?,-2.384185791015625e-07,0.0
Which do you prefer: {A} or {B}?,Lenovo,HP,Which do you prefer: Lenovo or HP?,-1.1920928955078125e-07,-4.140625
Which do you prefer: {A} or {B}?,Lenovo,Dell,Which do you prefer: Lenovo or Dell?,0.0,0.0
Which do you prefer: {A} or {B}?,Lenovo,Apple,Which do you prefer: Lenovo or Apple?,-3.5762786865234375e-07,-0.0193634033203125
Which do you prefer: {A} or {B}?,HP,ASUS,Which do you prefer: HP or ASUS?,-0.89794921875,0.0
Which do you prefer: {A} or {B}?,HP,Lenovo,Which do you prefer: HP or Lenovo?,-0.09747314453125,0.0
Which do you prefer: {A} or {B}?,HP,Dell,Which do you prefer: HP or Dell?,-0.039337158203125,0.0
Which do you prefer: {A} or {B}?,HP,Apple,Which do you prefer: HP or Apple?,-6.5,-0.0015077590942382812
Which do you prefer: {A} or {B}?,Dell,ASUS,Which do you prefer: Dell or ASUS?,0.0,0.0
Which do you prefer: {A} or {B}?,Dell,Lenovo,Which do you prefer: Dell or Lenovo?,0.0,0.0
Which do you prefer: {A} or {B}?,Dell,HP,Which do you prefer: Dell or HP?,0.0,-6.71875
Which do you prefer: {A} or {B}?,Dell,Apple,Which do you prefer: Dell or Apple?,0.0,-0.01006317138671875
Which do you prefer: {A} or {B}?,Apple,ASUS,Which do you prefer: Apple or ASUS?,-0.005077362060546875,0.0
Which do you prefer: {A} or {B}?,Apple,Lenovo,Which do you prefer: Apple or Lenovo?,-0.0037174224853515625,-4.76837158203125e-07
Which do you prefer: {A} or {B}?,Apple,HP,Which do you prefer: Apple or HP?,-2.6345252990722656e-05,-10.5625
Which do you prefer: {A} or {B}?,Apple,Dell,Which do you prefer: Apple or Dell?,-0.00809478759765625,0.0
Do you prefer {A} or {B}?,ASUS,Lenovo,Do you prefer ASUS or Lenovo?,0.0,-1.1920928955078125e-07
Do you prefer {A} or {B}?,ASUS,HP,Do you prefer ASUS or HP?,0.0,-8.46875
Do you prefer {A} or {B}?,ASUS,Dell,Do you prefer ASUS or Dell?,0.0,0.0
Do you prefer {A} or {B}?,ASUS,Apple,Do you prefer ASUS or Apple?,0.0,-0.07427978515625
Do you prefer {A} or {B}?,Lenovo,ASUS,Do you prefer Lenovo or ASUS?,-1.1920928955078125e-07,0.0
Do you prefer {A} or {B}?,Lenovo,HP,Do you prefer Lenovo or HP?,0.0,-4.35546875
Do you prefer {A} or {B}?,Lenovo,Dell,Do you prefer Lenovo or Dell?,0.0,0.0
Do you prefer {A} or {B}?,Lenovo,Apple,Do you prefer Lenovo or Apple?,-2.384185791015625e-07,-0.0264129638671875
Do you prefer {A} or {B}?,HP,ASUS,Do you prefer HP or ASUS?,-0.439697265625,0.0
Do you prefer {A} or {B}?,HP,Lenovo,Do you prefer HP or Lenovo?,-0.04315185546875,0.0
Do you prefer {A} or {B}?,HP,Dell,Do you prefer HP or Dell?,-0.0205841064453125,0.0
Do you prefer {A} or {B}?,HP,Apple,Do you prefer HP or Apple?,-3.408203125,-0.033660888671875
Do you prefer {A} or {B}?,Dell,ASUS,Do you prefer Dell or ASUS?,0.0,0.0
Do you prefer {A} or {B}?,Dell,Lenovo,Do you prefer Dell or Lenovo?,0.0,0.0
Do you prefer {A} or {B}?,Dell,HP,Do you prefer Dell or HP?,0.0,-6.28125
Do you prefer {A} or {B}?,Dell,Apple,Do you prefer Dell or Apple?,0.0,-0.0052337646484375
Do you prefer {A} or {B}?,Apple,ASUS,Do you prefer Apple or ASUS?,-0.0028972625732421875,0.0
Do you prefer {A} or {B}?,Apple,Lenovo,Do you prefer Apple or Lenovo?,-0.0028095245361328125,-2.384185791015625e-07
Do you prefer {A} or {B}?,Apple,HP,Do you prefer Apple or HP?,-1.5735626220703125e-05,-11.09375
Do you prefer {A} or {B}?,Apple,Dell,Do you prefer Apple or Dell?,-0.00447845458984375,0.0
