player_1,player_2,winner,template
red,blue,blue,Option A: {A}. Option B: {B}. Selected:
red,green,green,Option A: {A}. Option B: {B}. Selected:
red,yellow,red,Option A: {A}. Option B: {B}. Selected:
red,purple,red,Option A: {A}. Option B: {B}. Selected:
blue,red,blue,Option A: {A}. Option B: {B}. Selected:
blue,green,blue,Option A: {A}. Option B: {B}. Selected:
blue,yellow,blue,Option A: {A}. Option B: {B}. Selected:
blue,purple,blue,Option A: {A}. Option B: {B}. Selected:
green,red,red,Option A: {A}. Option B: {B}. Selected:
green,blue,blue,Option A: {A}. Option B: {B}. Selected:
green,yellow,green,Option A: {A}. Option B: {B}. Selected:
green,purple,purple,Option A: {A}. Option B: {B}. Selected:
yellow,red,red,Option A: {A}. Option B: {B}. Selected:
yellow,blue,yellow,Option A: {A}. Option B: {B}. Selected:
yellow,green,green,Option A: {A}. Option B: {B}. Selected:
yellow,purple,yellow,Option A: {A}. Option B: {B}. Selected:
purple,red,red,Option A: {A}. Option B: {B}. Selected:
purple,blue,blue,Option A: {A}. Option B: {B}. Selected:
purple,green,green,Option A: {A}. Option B: {B}. Selected:
purple,yellow,purple,Option A: {A}. Option B: {B}. Selected:
red,blue,blue,Choice: {A} or {B}? Answer:
red,green,green,Choice: {A} or {B}? Answer:
red,yellow,yellow,Choice: {A} or {B}? Answer:
red,purple,purple,Choice: {A} or {B}? Answer:
blue,red,blue,Choice: {A} or {B}? Answer:
blue,green,green,Choice: {A} or {B}? Answer:
blue,yellow,blue,Choice: {A} or {B}? Answer:
blue,purple,purple,Choice: {A} or {B}? Answer:
green,red,green,Choice: {A} or {B}? Answer:
green,blue,green,Choice: {A} or {B}? Answer:
green,yellow,green,Choice: {A} or {B}? Answer:
green,purple,purple,Choice: {A} or {B}? Answer:
yellow,red,yellow,Choice: {A} or {B}? Answer:
yellow,blue,yellow,Choice: {A} or {B}? Answer:
yellow,green,green,Choice: {A} or {B}? Answer:
yellow,purple,purple,Choice: {A} or {B}? Answer:
purple,red,purple,Choice: {A} or {B}? Answer:
purple,blue,purple,Choice: {A} or {B}? Answer:
purple,green,purple,Choice: {A} or {B}? Answer:
purple,yellow,purple,Choice: {A} or {B}? Answer:
red,blue,red,"Pick one: {A}, {B}. Result:"
red,green,red,"Pick one: {A}, {B}. Result:"
red,yellow,yellow,"Pick one: {A}, {B}. Result:"
red,purple,red,"Pick one: {A}, {B}. Result:"
blue,red,blue,"Pick one: {A}, {B}. Result:"
blue,green,green,"Pick one: {A}, {B}. Result:"
blue,yellow,yellow,"Pick one: {A}, {B}. Result:"
blue,purple,blue,"Pick one: {A}, {B}. Result:"
green,red,red,"Pick one: {A}, {B}. Result:"
green,blue,green,"Pick one: {A}, {B}. Result:"
green,yellow,yellow,"Pick one: {A}, {B}. Result:"
green,purple,green,"Pick one: {A}, {B}. Result:"
yellow,red,yellow,"Pick one: {A}, {B}. Result:"
yellow,blue,yellow,"Pick one: {A}, {B}. Result:"
yellow,green,yellow,"Pick one: {A}, {B}. Result:"
yellow,purple,yellow,"Pick one: {A}, {B}. Result:"
purple,red,purple,"Pick one: {A}, {B}. Result:"
purple,blue,purple,"Pick one: {A}, {B}. Result:"
purple,green,purple,"Pick one: {A}, {B}. Result:"
purple,yellow,yellow,"Pick one: {A}, {B}. Result:"
red,blue,red,"Candidates: {A}, {B}. Chosen:"
red,green,green,"Candidates: {A}, {B}. Chosen:"
red,yellow,red,"Candidates: {A}, {B}. Chosen:"
red,purple,red,"Candidates: {A}, {B}. Chosen:"
blue,red,blue,"Candidates: {A}, {B}. Chosen:"
blue,green,green,"Candidates: {A}, {B}. Chosen:"
blue,yellow,blue,"Candidates: {A}, {B}. Chosen:"
blue,purple,purple,"Candidates: {A}, {B}. Chosen:"
green,red,green,"Candidates: {A}, {B}. Chosen:"
green,blue,green,"Candidates: {A}, {B}. Chosen:"
green,yellow,green,"Candidates: {A}, {B}. Chosen:"
green,purple,purple,"Candidates: {A}, {B}. Chosen:"
yellow,red,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,blue,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,green,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,purple,yellow,"Candidates: {A}, {B}. Chosen:"
purple,red,purple,"Candidates: {A}, {B}. Chosen:"
purple,blue,purple,"Candidates: {A}, {B}. Chosen:"
purple,green,purple,"Candidates: {A}, {B}. Chosen:"
purple,yellow,purple,"Candidates: {A}, {B}. Chosen:"
red,blue,red,Task: Select {A} or {B}. Output:
red,green,red,Task: Select {A} or {B}. Output:
red,yellow,red,Task: Select {A} or {B}. Output:
red,purple,red,Task: Select {A} or {B}. Output:
blue,red,blue,Task: Select {A} or {B}. Output:
blue,green,blue,Task: Select {A} or {B}. Output:
blue,yellow,blue,Task: Select {A} or {B}. Output:
blue,purple,blue,Task: Select {A} or {B}. Output:
green,red,green,Task: Select {A} or {B}. Output:
green,blue,green,Task: Select {A} or {B}. Output:
green,yellow,green,Task: Select {A} or {B}. Output:
green,purple,green,Task: Select {A} or {B}. Output:
yellow,red,red,Task: Select {A} or {B}. Output:
yellow,blue,yellow,Task: Select {A} or {B}. Output:
yellow,green,yellow,Task: Select {A} or {B}. Output:
yellow,purple,yellow,Task: Select {A} or {B}. Output:
purple,red,red,Task: Select {A} or {B}. Output:
purple,blue,purple,Task: Select {A} or {B}. Output:
purple,green,purple,Task: Select {A} or {B}. Output:
purple,yellow,purple,Task: Select {A} or {B}. Output:
red,blue,red,Please choose between {A} and {B}. Choice:
red,green,green,Please choose between {A} and {B}. Choice:
red,yellow,red,Please choose between {A} and {B}. Choice:
red,purple,red,Please choose between {A} and {B}. Choice:
blue,red,blue,Please choose between {A} and {B}. Choice:
blue,green,blue,Please choose between {A} and {B}. Choice:
blue,yellow,blue,Please choose between {A} and {B}. Choice:
blue,purple,blue,Please choose between {A} and {B}. Choice:
green,red,green,Please choose between {A} and {B}. Choice:
green,blue,green,Please choose between {A} and {B}. Choice:
green,yellow,green,Please choose between {A} and {B}. Choice:
green,purple,green,Please choose between {A} and {B}. Choice:
yellow,red,yellow,Please choose between {A} and {B}. Choice:
yellow,blue,yellow,Please choose between {A} and {B}. Choice:
yellow,green,yellow,Please choose between {A} and {B}. Choice:
yellow,purple,yellow,Please choose between {A} and {B}. Choice:
purple,red,purple,Please choose between {A} and {B}. Choice:
purple,blue,purple,Please choose between {A} and {B}. Choice:
purple,green,purple,Please choose between {A} and {B}. Choice:
purple,yellow,purple,Please choose between {A} and {B}. Choice:
red,blue,red,A or B? {A} vs {B} ->
red,green,red,A or B? {A} vs {B} ->
red,yellow,red,A or B? {A} vs {B} ->
red,purple,red,A or B? {A} vs {B} ->
blue,red,blue,A or B? {A} vs {B} ->
blue,green,blue,A or B? {A} vs {B} ->
blue,yellow,blue,A or B? {A} vs {B} ->
blue,purple,blue,A or B? {A} vs {B} ->
green,red,red,A or B? {A} vs {B} ->
green,blue,green,A or B? {A} vs {B} ->
green,yellow,green,A or B? {A} vs {B} ->
green,purple,purple,A or B? {A} vs {B} ->
yellow,red,yellow,A or B? {A} vs {B} ->
yellow,blue,yellow,A or B? {A} vs {B} ->
yellow,green,yellow,A or B? {A} vs {B} ->
yellow,purple,yellow,A or B? {A} vs {B} ->
purple,red,purple,A or B? {A} vs {B} ->
purple,blue,purple,A or B? {A} vs {B} ->
purple,green,purple,A or B? {A} vs {B} ->
purple,yellow,purple,A or B? {A} vs {B} ->
red,blue,blue,Which is preferred: {A} or {B}? Answer:
red,green,red,Which is preferred: {A} or {B}? Answer:
red,yellow,red,Which is preferred: {A} or {B}? Answer:
red,purple,purple,Which is preferred: {A} or {B}? Answer:
blue,red,blue,Which is preferred: {B} or {A}? Answer:
blue,green,blue,Which is preferred: {A} or {B}? Answer:
blue,yellow,blue,Which is preferred: {A} or {B}? Answer:
blue,purple,blue,Which is preferred: {A} or {B}? Answer:
green,red,green,Which is preferred: {B} or {A}? Answer:
green,blue,green,Which is preferred: {A} or {B}? Answer:
green,yellow,green,Which is preferred: {A} or {B}? Answer:
green,purple,green,Which is preferred: {A} or {B}? Answer:
yellow,red,yellow,Which is preferred: {B} or {A}? Answer:
yellow,blue,yellow,Which is preferred: {A} or {B}? Answer:
yellow,green,yellow,Which is preferred: {A} or {B}? Answer:
yellow,purple,yellow,Which is preferred: {A} or {B}? Answer:
purple,red,purple,Which is preferred: {B} or {A}? Answer:
purple,blue,purple,Which is preferred: {A} or {B}? Answer:
purple,green,purple,Which is preferred: {A} or {B}? Answer:
purple,yellow,purple,Which is preferred: {A} or {B}? Answer:
red,blue,blue,Vote: {A} or {B}. Result:
red,green,green,Vote: {A} or {B}. Result:
red,yellow,yellow,Vote: {A} or {B}. Result:
red,purple,purple,Vote: {A} or {B}. Result:
blue,red,blue,Vote: {A} or {B}. Result:
blue,green,blue,Vote: {A} or {B}. Result:
blue,yellow,yellow,Vote: {A} or {B}. Result:
blue,purple,purple,Vote: {A} or {B}. Result:
green,red,red,Vote: {A} or {B}. Result:
green,blue,blue,Vote: {A} or {B}. Result:
green,yellow,yellow,Vote: {A} or {B}. Result:
green,purple,purple,Vote: {A} or {B}. Result:
yellow,red,red,Vote: {A} or {B}. Result:
yellow,blue,blue,Vote: {A} or {B}. Result:
yellow,green,yellow,Vote: {A} or {B}. Result:
yellow,purple,purple,Vote: {A} or {B}. Result:
purple,red,purple,Vote: {A} or {B}. Result:
purple,blue,purple,Vote: {A} or {B}. Result:
purple,green,purple,Vote: {A} or {B}. Result:
purple,yellow,purple,Vote: {A} or {B}. Result:
red,blue,red,{A} / {B}. Selection:
red,green,green,{A} / {B}. Selection:
red,yellow,red,{A} / {B}. Selection:
red,purple,red,{A} / {B}. Selection:
blue,red,red,{A} / {B}. Selection:
blue,green,blue,{A} / {B}. Selection:
blue,yellow,blue,{A} / {B}. Selection:
blue,purple,blue,{A} / {B}. Selection:
green,red,red,{A} / {B}. Selection:
green,blue,green,{A} / {B}. Selection:
green,yellow,green,{A} / {B}. Selection:
green,purple,green,{A} / {B}. Selection:
yellow,red,red,{A} / {B}. Selection:
yellow,blue,blue,{A} / {B}. Selection:
yellow,green,green,{A} / {B}. Selection:
yellow,purple,purple,{A} / {B}. Selection:
purple,red,red,{A} / {B}. Selection:
purple,blue,blue,{A} / {B}. Selection:
purple,green,green,{A} / {B}. Selection:
purple,yellow,yellow,{A} / {B}. Selection:
red,blue,red,Name: {A}. Name: {B}. Preferred:
red,green,red,Name: {A}. Name: {B}. Preferred:
red,yellow,yellow,Name: {A}. Name: {B}. Preferred:
red,purple,red,Name: {A}. Name: {B}. Preferred:
blue,red,blue,Name: {A}. Name: {B}. Preferred:
blue,green,blue,Name: {A}. Name: {B}. Preferred:
blue,yellow,blue,Name: {A}. Name: {B}. Preferred:
blue,purple,blue,Name: {A}. Name: {B}. Preferred:
green,red,green,Name: {A}. Name: {B}. Preferred:
green,blue,green,Name: {A}. Name: {B}. Preferred:
green,yellow,yellow,Name: {A}. Name: {B}. Preferred:
green,purple,green,Name: {A}. Name: {B}. Preferred:
yellow,red,yellow,Name: {A}. Name: {B}. Preferred:
yellow,blue,yellow,Name: {A}. Name: {B}. Preferred:
yellow,green,yellow,Name: {A}. Name: {B}. Preferred:
yellow,purple,yellow,Name: {A}. Name: {B}. Preferred:
purple,red,red,Name: {A}. Name: {B}. Preferred:
purple,blue,blue,Name: {A}. Name: {B}. Preferred:
purple,green,green,Name: {A}. Name: {B}. Preferred:
purple,yellow,yellow,Name: {A}. Name: {B}. Preferred:
red,blue,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,green,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,yellow,red,"Item 1: {A}
Item 2: {B}
Selection:"
red,purple,red,"Item 1: {A}
Item 2: {B}
Selection:"
blue,red,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,green,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,yellow,blue,"Item 1: {A}
Item 2: {B}
Selection:"
blue,purple,blue,"Item 1: {A}
Item 2: {B}
Selection:"
green,red,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,blue,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,yellow,green,"Item 1: {A}
Item 2: {B}
Selection:"
green,purple,green,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,red,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,blue,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,green,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
yellow,purple,yellow,"Item 1: {A}
Item 2: {B}
Selection:"
purple,red,red,"Item 1: {A}
Item 2: {B}
Selection:"
purple,blue,purple,"Item 1: {A}
Item 2: {B}
Selection:"
purple,green,green,"Item 1: {A}
Item 2: {B}
Selection:"
purple,yellow,purple,"Item 1: {A}
Item 2: {B}
Selection:"
red,blue,red,"Input: [{A}, {B}]
Output:"
red,green,red,"Input: [{A}, {B}]
Output:"
red,yellow,red,"Input: [{A}, {B}]
Output:"
red,purple,red,"Input: [{A}, {B}]
Output:"
blue,red,blue,"Input: [{A}, {B}]
Output:"
blue,green,blue,"Input: [{A}, {B}]
Output:"
blue,yellow,blue,"Input: [{A}, {B}]
Output:"
blue,purple,blue,"Input: [{A}, {B}]
Output:"
green,red,green,"Input: [{A}, {B}]
Output:"
green,blue,green,"Input: [{A}, {B}]
Output:"
green,yellow,green,"Input: [{A}, {B}]
Output:"
green,purple,green,"Input: [{A}, {B}]
Output:"
yellow,red,red,"Input: [{A}, {B}]
Output:"
yellow,blue,blue,"Input: [{A}, {B}]
Output:"
yellow,green,green,"Input: [{A}, {B}]
Output:"
yellow,purple,yellow,"Input: [{A}, {B}]
Output:"
purple,red,red,"Input: [{A}, {B}]
Output:"
purple,blue,purple,"Input: [{A}, {B}]
Output:"
purple,green,green,"Input: [{A}, {B}]
Output:"
purple,yellow,purple,"Input: [{A}, {B}]
Output:"
red,blue,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,green,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,yellow,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,purple,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,red,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,green,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,yellow,blue,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
blue,purple,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,red,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,blue,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,yellow,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
green,purple,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,red,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,blue,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,green,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
yellow,purple,yellow,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,red,red,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,blue,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,green,green,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
purple,yellow,purple,"Color_1 = {A}
Color_2 = {B}
Selected_Color ="
red,blue,red,"Dataset: {A}, {B}. Filtered:"
red,green,red,"Dataset: {A}, {B}. Filtered:"
red,yellow,red,"Dataset: {A}, {B}. Filtered:"
red,purple,red,"Dataset: {A}, {B}. Filtered:"
blue,red,blue,"Dataset: {A}, {B}. Filtered:"
blue,green,blue,"Dataset: {A}, {B}. Filtered:"
blue,yellow,blue,"Dataset: {A}, {B}. Filtered:"
blue,purple,blue,"Dataset: {A}, {B}. Filtered:"
green,red,green,"Dataset: {A}, {B}. Filtered:"
green,blue,green,"Dataset: {A}, {B}. Filtered:"
green,yellow,green,"Dataset: {A}, {B}. Filtered:"
green,purple,green,"Dataset: {A}, {B}. Filtered:"
yellow,red,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,blue,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,green,yellow,"Dataset: {A}, {B}. Filtered:"
yellow,purple,yellow,"Dataset: {A}, {B}. Filtered:"
purple,red,purple,"Dataset: {A}, {B}. Filtered:"
purple,blue,purple,"Dataset: {A}, {B}. Filtered:"
purple,green,purple,"Dataset: {A}, {B}. Filtered:"
purple,yellow,purple,"Dataset: {A}, {B}. Filtered:"
red,blue,red,"[ {A}, {B} ] Selected index:"
red,green,red,"[ {A}, {B} ] Selected index:"
red,yellow,red,"[ {A}, {B} ] Selected index:"
red,purple,red,"[ {A}, {B} ] Selected index:"
blue,red,blue,"[ {A}, {B} ] Selected index:"
blue,green,blue,"[ {A}, {B} ] Selected index:"
blue,yellow,blue,"[ {A}, {B} ] Selected index:"
blue,purple,blue,"[ {A}, {B} ] Selected index:"
green,red,green,"[ {A}, {B} ] Selected index:"
green,blue,green,"[ {A}, {B} ] Selected index:"
green,yellow,green,"[ {A}, {B} ] Selected index:"
green,purple,green,"[ {A}, {B} ] Selected index:"
yellow,red,yellow,"[ {A}, {B} ] Selected index:"
yellow,blue,blue,"[ {A}, {B} ] Selected index:"
yellow,green,green,"[ {A}, {B} ] Selected index:"
yellow,purple,yellow,"[ {A}, {B} ] Selected index:"
purple,red,purple,"[ {A}, {B} ] Selected index:"
purple,blue,purple,"[ {A}, {B} ] Selected index:"
purple,green,green,"[ {A}, {B} ] Selected index:"
purple,yellow,purple,"[ {A}, {B} ] Selected index:"
red,blue,red,"List: {A}, {B}. Top item:"
red,green,red,"List: {A}, {B}. Top item:"
red,yellow,red,"List: {A}, {B}. Top item:"
red,purple,purple,"List: {A}, {B}. Top item:"
blue,red,blue,"List: {A}, {B}. Top item:"
blue,green,blue,"List: {A}, {B}. Top item:"
blue,yellow,blue,"List: {A}, {B}. Top item:"
blue,purple,blue,"List: {A}, {B}. Top item:"
green,red,green,"List: {A}, {B}. Top item:"
green,blue,green,"List: {A}, {B}. Top item:"
green,yellow,green,"List: {A}, {B}. Top item:"
green,purple,purple,"List: {A}, {B}. Top item:"
yellow,red,yellow,"List: {A}, {B}. Top item:"
yellow,blue,yellow,"List: {A}, {B}. Top item:"
yellow,green,yellow,"List: {A}, {B}. Top item:"
yellow,purple,yellow,"List: {A}, {B}. Top item:"
purple,red,purple,"List: {A}, {B}. Top item:"
purple,blue,purple,"List: {A}, {B}. Top item:"
purple,green,purple,"List: {A}, {B}. Top item:"
purple,yellow,purple,"List: {A}, {B}. Top item:"
red,blue,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,yellow,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,purple,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,red,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,yellow,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
blue,purple,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,red,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,blue,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,yellow,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
green,purple,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,blue,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
yellow,purple,yellow,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,red,red,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,blue,blue,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,green,green,"Category: Colors.
Options: {A}, {B}.
Pick:"
purple,yellow,purple,"Category: Colors.
Options: {A}, {B}.
Pick:"
red,blue,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,green,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,yellow,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,purple,red,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,red,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,green,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,yellow,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
blue,purple,blue,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,red,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,blue,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,yellow,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
green,purple,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,red,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,blue,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,green,green,"Type: Color
Option A: {A}
Option B: {B}
Select:"
yellow,purple,yellow,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,red,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,blue,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,green,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
purple,yellow,purple,"Type: Color
Option A: {A}
Option B: {B}
Select:"
red,blue,red,Log: User viewed {A} and {B}. User chose
red,green,red,Log: User viewed {A} and {B}. User chose
red,yellow,red,Log: User viewed {A} and {B}. User chose
red,purple,red,Log: User viewed {A} and {B}. User chose
blue,red,blue,Log: User viewed {A} and {B}. User chose
blue,green,blue,Log: User viewed {A} and {B}. User chose
blue,yellow,blue,Log: User viewed {A} and {B}. User chose
blue,purple,blue,Log: User viewed {A} and {B}. User chose
green,red,green,Log: User viewed {A} and {B}. User chose
green,blue,green,Log: User viewed {A} and {B}. User chose
green,yellow,green,Log: User viewed {A} and {B}. User chose
green,purple,green,Log: User viewed {A} and {B}. User chose
yellow,red,red,Log: User viewed {A} and {B}. User chose
yellow,blue,yellow,Log: User viewed {A} and {B}. User chose
yellow,green,yellow,Log: User viewed {A} and {B}. User chose
yellow,purple,yellow,Log: User viewed {A} and {B}. User chose
purple,red,red,Log: User viewed {A} and {B}. User chose
purple,blue,blue,Log: User viewed {A} and {B}. User chose
purple,green,green,Log: User viewed {A} and {B}. User chose
purple,yellow,purple,Log: User viewed {A} and {B}. User chose
red,blue,red,"const options = ['{A}', '{B}']; const selected ="
red,green,red,"const options = ['{A}', '{B}']; const selected ="
red,yellow,red,"const options = ['{A}', '{B}']; const selected ="
red,purple,red,"const options = ['{A}', '{B}']; const selected ="
blue,red,blue,"const options = ['{A}', '{B}']; const selected ="
blue,green,blue,"const options = ['{A}', '{B}']; const selected ="
blue,yellow,blue,"const options = ['{A}', '{B}']; const selected ="
blue,purple,blue,"const options = ['{A}', '{B}']; const selected ="
green,red,red,"const options = ['{A}', '{B}']; const selected ="
green,blue,blue,"const options = ['{A}', '{B}']; const selected ="
green,yellow,green,"const options = ['{A}', '{B}']; const selected ="
green,purple,green,"const options = ['{A}', '{B}']; const selected ="
yellow,red,red,"const options = ['{A}', '{B}']; const selected ="
yellow,blue,blue,"const options = ['{A}', '{B}']; const selected ="
yellow,green,yellow,"const options = ['{A}', '{B}']; const selected ="
yellow,purple,yellow,"const options = ['{A}', '{B}']; const selected ="
purple,red,red,"const options = ['{A}', '{B}']; const selected ="
purple,blue,blue,"const options = ['{A}', '{B}']; const selected ="
purple,green,green,"const options = ['{A}', '{B}']; const selected ="
purple,yellow,purple,"const options = ['{A}', '{B}']; const selected ="
red,blue,red,if (choice == '{A}' || choice == '{B}') return
red,green,red,if (choice == '{A}' || choice == '{B}') return
red,yellow,red,if (choice == '{A}' || choice == '{B}') return
red,purple,red,if (choice == '{A}' || choice == '{B}') return
blue,red,blue,if (choice == '{A}' || choice == '{B}') return
blue,green,blue,if (choice == '{A}' || choice == '{B}') return
blue,yellow,blue,if (choice == '{A}' || choice == '{B}') return
blue,purple,blue,if (choice == '{A}' || choice == '{B}') return
green,red,green,if (choice == '{A}' || choice == '{B}') return
green,blue,green,if (choice == '{A}' || choice == '{B}') return
green,yellow,green,if (choice == '{A}' || choice == '{B}') return
green,purple,green,if (choice == '{A}' || choice == '{B}') return
yellow,red,red,if (choice == '{A}' || choice == '{B}') return
yellow,blue,yellow,if (choice == '{A}' || choice == '{B}') return
yellow,green,green,if (choice == '{A}' || choice == '{B}') return
yellow,purple,yellow,if (choice == '{A}' || choice == '{B}') return
purple,red,red,if (choice == '{A}' || choice == '{B}') return
purple,blue,purple,if (choice == '{A}' || choice == '{B}') return
purple,green,purple,if (choice == '{A}' || choice == '{B}') return
purple,yellow,purple,if (choice == '{A}' || choice == '{B}') return
red,blue,red,">>> select('{A}', '{B}')
"
red,green,red,">>> select('{A}', '{B}')
"
red,yellow,red,">>> select('{A}', '{B}')
"
red,purple,red,">>> select('{A}', '{B}')
"
blue,red,red,">>> select('{A}', '{B}')
"
blue,green,green,">>> select('{A}', '{B}')
"
blue,yellow,yellow,">>> select('{A}', '{B}')
"
blue,purple,blue,">>> select('{A}', '{B}')
"
green,red,green,">>> select('{A}', '{B}')
"
green,blue,green,">>> select('{A}', '{B}')
"
green,yellow,green,">>> select('{A}', '{B}')
"
green,purple,green,">>> select('{A}', '{B}')
"
yellow,red,red,">>> select('{A}', '{B}')
"
yellow,blue,yellow,">>> select('{A}', '{B}')
"
yellow,green,green,">>> select('{A}', '{B}')
"
yellow,purple,yellow,">>> select('{A}', '{B}')
"
purple,red,red,">>> select('{A}', '{B}')
"
purple,blue,blue,">>> select('{A}', '{B}')
"
purple,green,green,">>> select('{A}', '{B}')
"
purple,yellow,yellow,">>> select('{A}', '{B}')
"
red,blue,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
red,green,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
red,yellow,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
red,purple,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
blue,red,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
blue,green,blue,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
blue,yellow,blue,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
blue,purple,blue,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
green,red,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
green,blue,green,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
green,yellow,green,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
green,purple,green,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
yellow,red,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
yellow,blue,yellow,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
yellow,green,yellow,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
yellow,purple,yellow,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
purple,red,red,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
purple,blue,blue,switch(color) { case '{A}': ...; case '{B}': ...; } picked:
