template_idx,option_a,option_b,score_a,score_b
0,red,blue,-0.061981201171875,-2.8125
0,red,green,-0.2286376953125,-1.587890625
0,red,yellow,-0.00835418701171875,-4.7890625
0,red,purple,-0.33935546875,-1.2451171875
0,blue,red,-0.0004954338073730469,-7.609375
0,blue,green,-0.0113983154296875,-4.48046875
0,blue,yellow,-0.0014562606811523438,-6.53125
0,blue,purple,-0.087646484375,-2.478515625
0,green,red,-0.00012731552124023438,-8.96875
0,green,blue,-0.41259765625,-1.0849609375
0,green,yellow,-0.0002269744873046875,-8.390625
0,green,purple,-0.002437591552734375,-6.01953125
0,yellow,red,-0.00507354736328125,-5.28515625
0,yellow,blue,-0.669921875,-0.716796875
0,yellow,green,-0.038055419921875,-3.287109375
0,yellow,purple,-0.044342041015625,-3.138671875
0,purple,red,-0.259033203125,-1.4775390625
0,purple,blue,-4.6484375,-0.00960540771484375
0,purple,green,-0.313232421875,-1.3134765625
0,purple,yellow,-0.0638427734375,-2.783203125
1,red,blue,-0.0275421142578125,-3.60546875
1,red,green,-0.6181640625,-0.7744140625
1,red,yellow,-0.0031280517578125,-5.76953125
1,red,purple,-0.1427001953125,-2.017578125
1,blue,red,-1.2636184692382812e-05,-11.28125
1,blue,green,-0.00640869140625,-5.0546875
1,blue,yellow,-0.0017566680908203125,-6.34375
1,blue,purple,-0.01122283935546875,-4.49609375
1,green,red,-2.9802322387695312e-06,-12.734375
1,green,blue,-0.5693359375,-0.8349609375
1,green,yellow,-8.821487426757812e-06,-11.640625
1,green,purple,-0.00011777877807617188,-9.046875
1,yellow,red,-0.0002067089080810547,-8.484375
1,yellow,blue,-3.484375,-0.031158447265625
1,yellow,green,-0.08502197265625,-2.5078125
1,yellow,purple,-0.03021240234375,-3.513671875
1,purple,red,-0.036895751953125,-3.318359375
1,purple,blue,-7.40625,-0.0006074905395507812
1,purple,green,-0.292724609375,-1.37109375
1,purple,yellow,-0.040435791015625,-3.228515625
2,red,blue,-0.08502197265625,-2.5078125
2,red,green,-0.357666015625,-1.201171875
2,red,yellow,-0.01373291015625,-4.296875
2,red,purple,-0.576171875,-0.826171875
2,blue,red,-0.0011701583862304688,-6.75
2,blue,green,-0.0173187255859375,-4.0625
2,blue,yellow,-0.004917144775390625,-5.31640625
2,blue,purple,-0.1673583984375,-1.8701171875
2,green,red,-0.0003859996795654297,-7.859375
2,green,blue,-0.6181640625,-0.7744140625
2,green,yellow,-0.0006566047668457031,-7.328125
2,green,purple,-0.005153656005859375,-5.26953125
2,yellow,red,-0.00991058349609375,-4.62109375
2,yellow,blue,-1.1689453125,-0.3720703125
2,yellow,green,-0.081298828125,-2.55078125
2,yellow,purple,-0.093017578125,-2.421875
2,purple,red,-0.5107421875,-0.9169921875
2,purple,blue,-4.7578125,-0.00861358642578125
2,purple,green,-0.439697265625,-1.033203125
2,purple,yellow,-0.17724609375,-1.8173828125
3,red,blue,-0.080078125,-2.564453125
3,red,green,-0.33935546875,-1.2451171875
3,red,yellow,-0.01157379150390625,-4.46484375
3,red,purple,-0.52294921875,-0.89794921875
3,blue,red,-0.0005273818969726562,-7.546875
3,blue,green,-0.01654052734375,-4.109375
3,blue,yellow,-0.0027179718017578125,-5.91015625
3,blue,purple,-0.1326904296875,-2.0859375
3,green,red,-0.0001971721649169922,-8.53125
3,green,blue,-0.60400390625,-0.79150390625
3,green,yellow,-0.00041103363037109375,-7.796875
3,green,purple,-0.0038318634033203125,-5.56640625
3,yellow,red,-0.006927490234375,-4.9765625
3,yellow,blue,-1.013671875,-0.450927734375
3,yellow,green,-0.07098388671875,-2.6796875
3,yellow,purple,-0.06787109375,-2.724609375
3,purple,red,-0.313232421875,-1.3134765625
3,purple,blue,-4.9453125,-0.00714874267578125
3,purple,green,-0.402099609375,-1.10546875
3,purple,yellow,-0.0987548828125,-2.365234375
4,red,blue,-0.11968994140625,-2.181640625
4,red,green,-0.5966796875,-0.7998046875
4,red,yellow,-0.01331329345703125,-4.32421875
4,red,purple,-0.826171875,-0.576171875
4,blue,red,-0.00041103363037109375,-7.796875
4,blue,green,-0.01038360595703125,-4.57421875
4,blue,yellow,-0.0011701583862304688,-6.75
4,blue,purple,-0.080078125,-2.564453125
4,green,red,-0.00015354156494140625,-8.78125
4,green,blue,-0.95458984375,-0.486083984375
4,green,yellow,-0.0003459453582763672,-7.96875
4,green,purple,-0.0042724609375,-5.45703125
4,yellow,red,-0.00797271728515625,-4.8359375
4,yellow,blue,-1.7529296875,-0.1903076171875
