template_idx,option_a,option_b,score_a,score_b
0,red,blue,-0.0005884170532226562,-7.4375
0,red,green,-0.00017952919006347656,-8.625
0,red,yellow,-3.0994415283203125e-06,-12.6875
0,red,purple,-11.25,-1.2993812561035156e-05
0,blue,red,-9.5367431640625e-07,-13.859375
0,blue,green,-1.2993812561035156e-05,-11.25
0,blue,yellow,-1.1920928955078125e-07,-15.9375
0,blue,purple,-3.712890625,-0.02471923828125
0,green,red,0.0,-16.8125
0,green,blue,-0.0002868175506591797,-8.15625
0,green,yellow,0.0,-16.640625
0,green,purple,-0.0009112358093261719,-7.0
0,yellow,red,-0.376953125,-1.158203125
0,yellow,blue,-0.1063232421875,-2.29296875
0,yellow,green,-4.6953125,-0.0091705322265625
0,yellow,purple,-7.75,-0.0004305839538574219
0,purple,red,-3.123283386230469e-05,-10.375
0,purple,blue,-3.712890625,-0.02471923828125
0,purple,green,-3.218650817871094e-05,-10.34375
0,purple,yellow,-3.5762786865234375e-07,-15.0
1,red,blue,-0.01373291015625,-4.296875
1,red,green,-0.00186920166015625,-6.28125
1,red,yellow,-1.1086463928222656e-05,-11.40625
1,red,purple,-8.96875,-0.00012731552124023438
1,blue,red,-1.5497207641601562e-05,-11.078125
1,blue,green,-0.00013554096221923828,-8.90625
1,blue,yellow,0.0,-16.734375
1,blue,purple,-0.66259765625,-0.72509765625
1,green,red,0.0,-16.859375
1,green,blue,-0.0010328292846679688,-6.875
1,green,yellow,0.0,-16.859375
1,green,purple,-0.01006317138671875,-4.60546875
1,yellow,red,-0.26611328125,-1.4541015625
1,yellow,blue,-0.1649169921875,-1.8837890625
1,yellow,green,-3.107421875,-0.04571533203125
1,yellow,purple,-7.5,-0.000553131103515625
1,purple,red,-1.430511474609375e-06,-13.4375
1,purple,blue,-0.7412109375,-0.6474609375
1,purple,green,-0.0002613067626953125,-8.25
1,purple,yellow,-2.384185791015625e-07,-15.046875
2,red,blue,-8.225440979003906e-05,-9.40625
2,red,green,-0.00013136863708496094,-8.9375
2,red,yellow,-1.7881393432617188e-06,-13.21875
2,red,purple,-8.90625,-0.00013554096221923828
2,blue,red,-1.1920928955078125e-07,-15.65625
2,blue,green,-4.172325134277344e-06,-12.375
2,blue,yellow,-1.1920928955078125e-07,-16.40625
2,blue,purple,-1.8046875,-0.1796875
2,green,red,0.0,-18.09375
2,green,blue,-2.8371810913085938e-05,-10.46875
2,green,yellow,0.0,-17.078125
2,green,purple,-8.749961853027344e-05,-9.34375
2,yellow,red,-0.1162109375,-2.208984375
2,yellow,blue,-0.004077911376953125,-5.50390625
2,yellow,green,-2.55078125,-0.081298828125
2,yellow,purple,-4.234375,-0.01461029052734375
2,purple,red,-1.5497207641601562e-06,-13.40625
2,purple,blue,-1.8046875,-0.1796875
2,purple,green,-2.5033950805664062e-06,-12.875
2,purple,yellow,-2.384185791015625e-07,-15.515625
3,red,blue,-6.210803985595703e-05,-9.6875
3,red,green,-9.918212890625e-05,-9.21875
3,red,yellow,-1.5497207641601562e-06,-13.34375
3,red,purple,-10.75,-2.1457672119140625e-05
3,blue,red,-1.1920928955078125e-07,-15.890625
3,blue,green,-3.2186508178710938e-06,-12.65625
3,blue,yellow,-1.1920928955078125e-07,-16.578125
3,blue,purple,-3.529296875,-0.029754638671875
3,green,red,0.0,-18.3125
3,green,blue,-1.430511474609375e-05,-11.15625
3,green,yellow,0.0,-17.078125
3,green,purple,-0.00011599063873291016,-9.0625
3,yellow,red,-0.0765380859375,-2.607421875
3,yellow,blue,-0.00476837158203125,-5.34765625
3,yellow,green,-2.55078125,-0.081298828125
3,yellow,purple,-5.1015625,-0.006114959716796875
3,purple,red,-2.384185791015625e-06,-12.9375
3,purple,blue,-0.6328125,-0.7578125
3,purple,green,-5.602836608886719e-06,-12.09375
3,purple,yellow,-1.1920928955078125e-07,-15.625
4,red,blue,-0.0009403228759765625,-6.96875
4,red,green,-0.0004584789276123047,-7.6875
4,red,yellow,-7.62939453125e-06,-11.78125
4,red,purple,-10.8125,-2.014636993408203e-05
4,blue,red,-3.2186508178710938e-06,-12.65625
4,blue,green,-2.4318695068359375e-05,-10.625
4,blue,yellow,-1.1920928955078125e-07,-15.90625
4,blue,purple,-3.92578125,-0.0199127197265625
