item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
red,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-28.921875,-32.9375
red,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-29.046875,-34.53125
red,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-29.28125,-30.265625
red,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-29.265625,-25.8125
blue,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.953125,-31.8125
blue,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.4375,-32.25
blue,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.3125,-27.453125
blue,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.5625,-23.875
green,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-26.53125,-34.0625
green,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-25.9375,-30.8125
green,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-26.65625,-29.078125
green,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-25.125,-25.796875
yellow,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-22.640625,-32.4375
yellow,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-22.65625,-31.625
yellow,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-22.46875,-32.5625
yellow,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-22.953125,-25.5625
purple,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-21.828125,-31.9375
purple,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-21.296875,-28.15625
