template_idx,option_a,option_b,score_a,score_b
0,ASUS,Lenovo,-0.007843017578125,-4.8515625
0,ASUS,HP,-0.0002779960632324219,-8.1875
0,ASUS,Dell,-0.0029850006103515625,-5.81640625
0,ASUS,Apple,-2.55078125,-0.081298828125
0,Lenovo,ASUS,-0.7998046875,-0.5966796875
0,Lenovo,HP,-0.038055419921875,-3.287109375
0,Lenovo,Dell,-1.0537109375,-0.4287109375
0,Lenovo,Apple,-3.97265625,-0.019012451171875
0,HP,ASUS,-1.7783203125,-0.1849365234375
0,HP,Lenovo,-1.0849609375,-0.41259765625
0,HP,Dell,-0.96435546875,-0.47998046875
0,HP,Apple,-8.328125,-0.0002416372299194336
0,Dell,ASUS,-0.87060546875,-0.54248046875
0,Dell,Lenovo,-0.2161865234375,-1.6376953125
0,Dell,HP,-0.0218505859375,-3.833984375
0,Dell,Apple,-5.76953125,-0.0031280517578125
0,Apple,ASUS,-0.0001971721649169922,-8.53125
0,Apple,Lenovo,-0.00011241436004638672,-9.09375
0,Apple,HP,-0.00010895729064941406,-9.125
0,Apple,Dell,-0.0010013580322265625,-6.90625
1,ASUS,Lenovo,-0.0006365776062011719,-7.359375
1,ASUS,HP,-3.5762786865234375e-06,-12.53125
1,ASUS,Dell,-0.00017952919006347656,-8.625
1,ASUS,Apple,-7.5625,-0.0005192756652832031
1,Lenovo,ASUS,-1.0234375,-0.4453125
1,Lenovo,HP,-0.02471923828125,-3.712890625
1,Lenovo,Dell,-3.212890625,-0.04107666015625
1,Lenovo,Apple,-9.234375,-9.763240814208984e-05
1,HP,ASUS,-0.76611328125,-0.62548828125
1,HP,Lenovo,-1.587890625,-0.2286376953125
1,HP,Dell,-2.251953125,-0.11114501953125
1,HP,Apple,-11.703125,-8.225440979003906e-06
1,Dell,ASUS,-0.89794921875,-0.52294921875
1,Dell,Lenovo,-0.76611328125,-0.62548828125
1,Dell,HP,-0.00848388671875,-4.7734375
1,Dell,Apple,-11.125,-1.4781951904296875e-05
1,Apple,ASUS,-8.344650268554688e-07,-14.0
1,Apple,Lenovo,-7.152557373046875e-07,-14.203125
1,Apple,HP,-7.152557373046875e-07,-14.21875
1,Apple,Dell,-4.0531158447265625e-06,-12.40625
2,ASUS,Lenovo,-0.00809478759765625,-4.8203125
2,ASUS,HP,-0.0002269744873046875,-8.390625
2,ASUS,Dell,-0.0027618408203125,-5.89453125
2,ASUS,Apple,-1.2568359375,-0.3349609375
2,Lenovo,ASUS,-0.97412109375,-0.47412109375
2,Lenovo,HP,-0.047119140625,-3.078125
2,Lenovo,Dell,-1.13671875,-0.386962890625
2,Lenovo,Apple,-3.123046875,-0.045013427734375
2,HP,ASUS,-1.513671875,-0.2484130859375
2,HP,Lenovo,-0.89794921875,-0.52294921875
2,HP,Dell,-0.685546875,-0.701171875
2,HP,Apple,-6.4375,-0.0015993118286132812
2,Dell,ASUS,-1.0234375,-0.4453125
2,Dell,Lenovo,-0.33056640625,-1.267578125
2,Dell,HP,-0.0288543701171875,-3.560546875
2,Dell,Apple,-4.7265625,-0.00888824462890625
2,Apple,ASUS,-0.0008301734924316406,-7.09375
2,Apple,Lenovo,-9.918212890625e-05,-9.21875
2,Apple,HP,-0.00017952919006347656,-8.625
2,Apple,Dell,-0.0008974075317382812,-7.015625
3,ASUS,Lenovo,-0.00548553466796875,-5.20703125
3,ASUS,HP,-0.00017404556274414062,-8.65625
3,ASUS,Dell,-0.00202178955078125,-6.20703125
3,ASUS,Apple,-1.765625,-0.1876220703125
3,Lenovo,ASUS,-0.9453125,-0.491943359375
3,Lenovo,HP,-0.039215087890625,-3.2578125
3,Lenovo,Dell,-1.0947265625,-0.407470703125
3,Lenovo,Apple,-3.513671875,-0.03021240234375
3,HP,ASUS,-1.8046875,-0.1796875
3,HP,Lenovo,-1.033203125,-0.439697265625
3,HP,Dell,-0.8349609375,-0.5693359375
3,HP,Apple,-8.109375,-0.0003006458282470703
3,Dell,ASUS,-1.0634765625,-0.42333984375
3,Dell,Lenovo,-0.269775390625,-1.44140625
3,Dell,HP,-0.0218505859375,-3.833984375
3,Dell,Apple,-5.75390625,-0.003177642822265625
3,Apple,ASUS,-0.00141143798828125,-6.5625
3,Apple,Lenovo,-0.0002067089080810547,-8.484375
3,Apple,HP,-0.0003006458282470703,-8.109375
3,Apple,Dell,-0.0013895034790039062,-6.578125
4,ASUS,Lenovo,-0.01373291015625,-4.296875
4,ASUS,HP,-0.0003800392150878906,-7.875
4,ASUS,Dell,-0.00476837158203125,-5.34765625
4,ASUS,Apple,-3.46875,-0.031646728515625
4,Lenovo,ASUS,-1.3251953125,-0.30908203125
4,Lenovo,HP,-0.06890869140625,-2.708984375
4,Lenovo,Dell,-1.8046875,-0.1796875
4,Lenovo,Apple,-4.9765625,-0.006927490234375
4,HP,ASUS,-2.767578125,-0.0648193359375
4,HP,Lenovo,-1.7529296875,-0.1903076171875
4,HP,Dell,-1.6376953125,-0.2161865234375
4,HP,Apple,-10.265625,-3.4809112548828125e-05
4,Dell,ASUS,-1.5751953125,-0.2318115234375
4,Dell,Lenovo,-0.491943359375,-0.9453125
4,Dell,HP,-0.042999267578125,-3.16796875
4,Dell,Apple,-7.046875,-0.0008697509765625
4,Apple,ASUS,-0.0002067089080810547,-8.484375
4,Apple,Lenovo,-0.00010228157043457031,-9.1875
4,Apple,HP,-0.00014889240264892578,-8.8125
4,Apple,Dell,-0.0014562606811523438,-6.53125
5,ASUS,Lenovo,-0.0004584789276123047,-7.6875
5,ASUS,HP,-8.106231689453125e-06,-11.71875
5,ASUS,Dell,-6.92605972290039e-05,-9.578125
5,ASUS,Apple,-0.72509765625,-0.66259765625
5,Lenovo,ASUS,-0.05657958984375,-2.900390625
5,Lenovo,HP,-0.0037136077880859375,-5.59765625
5,Lenovo,Dell,-0.17724609375,-1.8173828125
5,Lenovo,Apple,-1.587890625,-0.2286376953125
5,HP,ASUS,-0.049346923828125,-3.033203125
5,HP,Lenovo,-0.083740234375,-2.521484375
5,HP,Dell,-0.061981201171875,-2.8125
5,HP,Apple,-3.228515625,-0.040435791015625
5,Dell,ASUS,-0.0423583984375,-3.18359375
5,Dell,Lenovo,-0.03863525390625,-3.2734375
5,Dell,HP,-0.00222015380859375,-6.11328125
