player_1,player_2,winner,template
red,blue,red,Option A: {A}. Option B: {B}. Selected:
red,green,green,Option A: {A}. Option B: {B}. Selected:
red,yellow,red,Option A: {A}. Option B: {B}. Selected:
red,purple,purple,Option A: {A}. Option B: {B}. Selected:
blue,red,red,Option A: {A}. Option B: {B}. Selected:
blue,green,green,Option A: {A}. Option B: {B}. Selected:
blue,yellow,blue,Option A: {A}. Option B: {B}. Selected:
blue,purple,purple,Option A: {A}. Option B: {B}. Selected:
green,red,red,Option A: {A}. Option B: {B}. Selected:
green,blue,blue,Option A: {A}. Option B: {B}. Selected:
green,yellow,green,Option A: {A}. Option B: {B}. Selected:
green,purple,purple,Option A: {A}. Option B: {B}. Selected:
yellow,red,red,Option A: {A}. Option B: {B}. Selected:
yellow,blue,blue,Option A: {A}. Option B: {B}. Selected:
yellow,green,green,Option A: {A}. Option B: {B}. Selected:
yellow,purple,purple,Option A: {A}. Option B: {B}. Selected:
purple,red,red,Option A: {A}. Option B: {B}. Selected:
purple,blue,purple,Option A: {A}. Option B: {B}. Selected:
purple,green,green,Option A: {A}. Option B: {B}. Selected:
purple,yellow,purple,Option A: {A}. Option B: {B}. Selected:
red,blue,blue,Choice: {A} or {B}? Answer:
red,green,red,Choice: {A} or {B}? Answer:
red,yellow,red,Choice: {A} or {B}? Answer:
red,purple,purple,Choice: {A} or {B}? Answer:
blue,red,blue,Choice: {A} or {B}? Answer:
blue,green,blue,Choice: {A} or {B}? Answer:
blue,yellow,blue,Choice: {A} or {B}? Answer:
blue,purple,blue,Choice: {A} or {B}? Answer:
green,red,green,Choice: {A} or {B}? Answer:
green,blue,green,Choice: {A} or {B}? Answer:
green,yellow,green,Choice: {A} or {B}? Answer:
green,purple,green,Choice: {A} or {B}? Answer:
yellow,red,yellow,Choice: {A} or {B}? Answer:
yellow,blue,blue,Choice: {A} or {B}? Answer:
yellow,green,yellow,Choice: {A} or {B}? Answer:
yellow,purple,yellow,Choice: {A} or {B}? Answer:
purple,red,purple,Choice: {A} or {B}? Answer:
purple,blue,purple,Choice: {A} or {B}? Answer:
purple,green,purple,Choice: {A} or {B}? Answer:
purple,yellow,purple,Choice: {A} or {B}? Answer:
red,blue,blue,"Pick one: {A}, {B}. Result:"
red,green,green,"Pick one: {A}, {B}. Result:"
red,yellow,red,"Pick one: {A}, {B}. Result:"
red,purple,purple,"Pick one: {A}, {B}. Result:"
blue,red,blue,"Pick one: {A}, {B}. Result:"
blue,green,blue,"Pick one: {A}, {B}. Result:"
blue,yellow,blue,"Pick one: {A}, {B}. Result:"
blue,purple,blue,"Pick one: {A}, {B}. Result:"
green,red,green,"Pick one: {A}, {B}. Result:"
green,blue,blue,"Pick one: {A}, {B}. Result:"
green,yellow,green,"Pick one: {A}, {B}. Result:"
green,purple,green,"Pick one: {A}, {B}. Result:"
yellow,red,red,"Pick one: {A}, {B}. Result:"
yellow,blue,blue,"Pick one: {A}, {B}. Result:"
yellow,green,green,"Pick one: {A}, {B}. Result:"
yellow,purple,purple,"Pick one: {A}, {B}. Result:"
purple,red,red,"Pick one: {A}, {B}. Result:"
purple,blue,blue,"Pick one: {A}, {B}. Result:"
purple,green,green,"Pick one: {A}, {B}. Result:"
purple,yellow,purple,"Pick one: {A}, {B}. Result:"
red,blue,red,"Candidates: {A}, {B}. Chosen:"
red,green,red,"Candidates: {A}, {B}. Chosen:"
red,yellow,red,"Candidates: {A}, {B}. Chosen:"
red,purple,purple,"Candidates: {A}, {B}. Chosen:"
blue,red,blue,"Candidates: {A}, {B}. Chosen:"
blue,green,blue,"Candidates: {A}, {B}. Chosen:"
blue,yellow,blue,"Candidates: {A}, {B}. Chosen:"
blue,purple,blue,"Candidates: {A}, {B}. Chosen:"
green,red,green,"Candidates: {A}, {B}. Chosen:"
green,blue,green,"Candidates: {A}, {B}. Chosen:"
green,yellow,green,"Candidates: {A}, {B}. Chosen:"
green,purple,green,"Candidates: {A}, {B}. Chosen:"
yellow,red,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,blue,blue,"Candidates: {A}, {B}. Chosen:"
yellow,green,yellow,"Candidates: {A}, {B}. Chosen:"
yellow,purple,yellow,"Candidates: {A}, {B}. Chosen:"
purple,red,purple,"Candidates: {A}, {B}. Chosen:"
purple,blue,purple,"Candidates: {A}, {B}. Chosen:"
purple,green,purple,"Candidates: {A}, {B}. Chosen:"
purple,yellow,purple,"Candidates: {A}, {B}. Chosen:"
red,blue,red,Task: Select {A} or {B}. Output:
red,green,red,Task: Select {A} or {B}. Output:
red,yellow,red,Task: Select {A} or {B}. Output:
red,purple,red,Task: Select {A} or {B}. Output:
blue,red,blue,Task: Select {A} or {B}. Output:
blue,green,blue,Task: Select {A} or {B}. Output:
blue,yellow,blue,Task: Select {A} or {B}. Output:
blue,purple,blue,Task: Select {A} or {B}. Output:
green,red,green,Task: Select {A} or {B}. Output:
green,blue,green,Task: Select {A} or {B}. Output:
green,yellow,green,Task: Select {A} or {B}. Output:
green,purple,purple,Task: Select {A} or {B}. Output:
yellow,red,yellow,Task: Select {A} or {B}. Output:
yellow,blue,yellow,Task: Select {A} or {B}. Output:
yellow,green,yellow,Task: Select {A} or {B}. Output:
yellow,purple,yellow,Task: Select {A} or {B}. Output:
purple,red,purple,Task: Select {A} or {B}. Output:
purple,blue,purple,Task: Select {A} or {B}. Output:
purple,green,purple,Task: Select {A} or {B}. Output:
purple,yellow,purple,Task: Select {A} or {B}. Output:
red,blue,red,Please choose between {A} and {B}. Choice:
red,green,red,Please choose between {A} and {B}. Choice:
red,yellow,red,Please choose between {A} and {B}. Choice:
red,purple,red,Please choose between {A} and {B}. Choice:
blue,red,blue,Please choose between {A} and {B}. Choice:
blue,green,blue,Please choose between {A} and {B}. Choice:
blue,yellow,blue,Please choose between {A} and {B}. Choice:
blue,purple,blue,Please choose between {A} and {B}. Choice:
green,red,green,Please choose between {A} and {B}. Choice:
green,blue,blue,Please choose between {A} and {B}. Choice:
green,yellow,green,Please choose between {A} and {B}. Choice:
green,purple,green,Please choose between {A} and {B}. Choice:
yellow,red,red,Please choose between {A} and {B}. Choice:
yellow,blue,blue,Please choose between {A} and {B}. Choice:
yellow,green,green,Please choose between {A} and {B}. Choice:
yellow,purple,purple,Please choose between {A} and {B}. Choice:
purple,red,purple,Please choose between {A} and {B}. Choice:
purple,blue,blue,Please choose between {A} and {B}. Choice:
purple,green,purple,Please choose between {A} and {B}. Choice:
purple,yellow,purple,Please choose between {A} and {B}. Choice:
red,blue,red,A or B? {A} vs {B} ->
red,green,green,A or B? {A} vs {B} ->
red,yellow,red,A or B? {A} vs {B} ->
red,purple,purple,A or B? {A} vs {B} ->
blue,red,blue,A or B? {A} vs {B} ->
blue,green,blue,A or B? {A} vs {B} ->
blue,yellow,blue,A or B? {A} vs {B} ->
blue,purple,blue,A or B? {A} vs {B} ->
green,red,green,A or B? {A} vs {B} ->
green,blue,green,A or B? {A} vs {B} ->
green,yellow,green,A or B? {A} vs {B} ->
green,purple,green,A or B? {A} vs {B} ->
yellow,red,yellow,A or B? {A} vs {B} ->
yellow,blue,blue,A or B? {A} vs {B} ->
yellow,green,yellow,A or B? {A} vs {B} ->
yellow,purple,yellow,A or B? {A} vs {B} ->
purple,red,purple,A or B? {A} vs {B} ->
purple,blue,purple,A or B? {A} vs {B} ->
purple,green,purple,A or B? {A} vs {B} ->
