template_idx,option_a,option_b,score_a,score_b
0,red,blue,-0.45849609375,-1.255859375
0,red,green,-0.49072265625,-1.1474609375
0,red,yellow,-0.43115234375,-1.275390625
0,red,purple,-0.4697265625,-1.1884765625
0,blue,red,-0.447998046875,-1.2607421875
0,blue,green,-0.458984375,-1.255859375
0,blue,yellow,-0.444580078125,-1.3037109375
0,blue,purple,-0.45654296875,-1.2373046875
0,green,red,-0.349365234375,-1.490234375
0,green,blue,-0.3642578125,-1.4892578125
0,green,yellow,-0.3828125,-1.4296875
0,green,purple,-0.3720703125,-1.4501953125
0,yellow,red,-0.43310546875,-1.24609375
0,yellow,blue,-0.394287109375,-1.41015625
0,yellow,green,-0.5078125,-1.1328125
0,yellow,purple,-0.385986328125,-1.4169921875
0,purple,red,-0.49951171875,-1.109375
0,purple,blue,-0.552734375,-1.037109375
0,purple,green,-0.438720703125,-1.2666015625
0,purple,yellow,-0.435546875,-1.294921875
1,red,blue,-0.285888671875,-1.8330078125
1,red,green,-0.318115234375,-1.646484375
1,red,yellow,-0.2459716796875,-1.88671875
1,red,purple,-0.2242431640625,-1.958984375
1,blue,red,-0.2274169921875,-2.0234375
1,blue,green,-0.25634765625,-1.9130859375
1,blue,yellow,-0.220947265625,-2.064453125
1,blue,purple,-0.212646484375,-2.041015625
1,green,red,-0.1864013671875,-2.373046875
1,green,blue,-0.208251953125,-2.287109375
1,green,yellow,-0.1864013671875,-2.373046875
1,green,purple,-0.1722412109375,-2.421875
1,yellow,red,-0.205078125,-2.080078125
1,yellow,blue,-0.212158203125,-2.134765625
1,yellow,green,-0.280029296875,-1.7646484375
1,yellow,purple,-0.1834716796875,-2.26171875
1,purple,red,-0.2291259765625,-1.9169921875
1,purple,blue,-0.292724609375,-1.63671875
1,purple,green,-0.226806640625,-2.0078125
1,purple,yellow,-0.204833984375,-2.126953125
2,red,blue,-0.464111328125,-1.4169921875
2,red,green,-0.48046875,-1.30859375
2,red,yellow,-0.457763671875,-1.3642578125
2,red,purple,-0.47021484375,-1.267578125
2,blue,red,-0.443115234375,-1.396484375
2,blue,green,-0.449462890625,-1.40234375
2,blue,yellow,-0.455078125,-1.408203125
2,blue,purple,-0.451904296875,-1.3271484375
2,green,red,-0.37451171875,-1.5615234375
2,green,blue,-0.38916015625,-1.576171875
2,green,yellow,-0.40087890625,-1.509765625
2,green,purple,-0.39404296875,-1.48828125
2,yellow,red,-0.4443359375,-1.3349609375
2,yellow,blue,-0.427490234375,-1.490234375
2,yellow,green,-0.505859375,-1.240234375
2,yellow,purple,-0.421142578125,-1.4208984375
2,purple,red,-0.492919921875,-1.1806640625
2,purple,blue,-0.51953125,-1.14453125
2,purple,green,-0.430908203125,-1.3525390625
2,purple,yellow,-0.4638671875,-1.3076171875
3,red,blue,-0.47314453125,-1.2861328125
3,red,green,-0.495361328125,-1.1826171875
3,red,yellow,-0.436279296875,-1.3115234375
3,red,purple,-0.4873046875,-1.1904296875
3,blue,red,-0.446533203125,-1.3212890625
3,blue,green,-0.470947265625,-1.283203125
3,blue,yellow,-0.4462890625,-1.3525390625
3,blue,purple,-0.474365234375,-1.240234375
3,green,red,-0.34912109375,-1.568359375
3,green,blue,-0.3720703125,-1.5283203125
3,green,yellow,-0.384765625,-1.478515625
3,green,purple,-0.37890625,-1.48828125
3,yellow,red,-0.4140625,-1.3359375
3,yellow,blue,-0.39794921875,-1.4443359375
3,yellow,green,-0.5087890625,-1.1650390625
3,yellow,purple,-0.385009765625,-1.462890625
3,purple,red,-0.483154296875,-1.1708984375
3,purple,blue,-0.54345703125,-1.07421875
3,purple,green,-0.430908203125,-1.3212890625
3,purple,yellow,-0.42578125,-1.34765625
4,red,blue,-0.458251953125,-1.3017578125
4,red,green,-0.484619140625,-1.1875
4,red,yellow,-0.454833984375,-1.298828125
4,red,purple,-0.454345703125,-1.2353515625
4,blue,red,-0.429931640625,-1.3203125
4,blue,green,-0.4462890625,-1.3056640625
4,blue,yellow,-0.45263671875,-1.3271484375
4,blue,purple,-0.45068359375,-1.2626953125
4,green,red,-0.347412109375,-1.50390625
4,green,blue,-0.361083984375,-1.517578125
4,green,yellow,-0.386962890625,-1.43359375
4,green,purple,-0.375,-1.4375
4,yellow,red,-0.417724609375,-1.30859375
4,yellow,blue,-0.3984375,-1.4453125
4,yellow,green,-0.49072265625,-1.1943359375
4,yellow,purple,-0.38623046875,-1.4482421875
4,purple,red,-0.50537109375,-1.099609375
4,purple,blue,-0.54150390625,-1.0576171875
4,purple,green,-0.4326171875,-1.2763671875
4,purple,yellow,-0.44091796875,-1.30078125
5,red,blue,-0.2213134765625,-1.6591796875
5,red,green,-0.285888671875,-1.4267578125
5,red,yellow,-0.24560546875,-1.57421875
5,red,purple,-0.20361328125,-1.734375
5,blue,red,-0.1768798828125,-1.8642578125
5,blue,green,-0.1751708984375,-1.8779296875
5,blue,yellow,-0.16943359375,-1.9189453125
5,blue,purple,-0.1632080078125,-1.9443359375
5,green,red,-0.157470703125,-1.9853515625
5,green,blue,-0.1331787109375,-2.1484375
5,green,yellow,-0.1563720703125,-2.0
5,green,purple,-0.11944580078125,-2.259765625
5,yellow,red,-0.192138671875,-1.7861328125
5,yellow,blue,-0.1484375,-2.0390625
5,yellow,green,-0.215087890625,-1.68359375
5,yellow,purple,-0.130126953125,-2.177734375
5,purple,red,-0.208740234375,-1.708984375
5,purple,blue,-0.20263671875,-1.7333984375
5,purple,green,-0.1405029296875,-2.09375
5,purple,yellow,-0.1556396484375,-1.9990234375
6,red,blue,-0.3681640625,-1.4619140625
6,red,green,-0.384521484375,-1.384765625
6,red,yellow,-0.38037109375,-1.458984375
6,red,purple,-0.410400390625,-1.31640625
6,blue,red,-0.345947265625,-1.517578125
6,blue,green,-0.3525390625,-1.5087890625
6,blue,yellow,-0.359619140625,-1.53125
6,blue,purple,-0.382568359375,-1.4140625
6,green,red,-0.275146484375,-1.759765625
6,green,blue,-0.2939453125,-1.7158203125
6,green,yellow,-0.315673828125,-1.6435546875
6,green,purple,-0.31689453125,-1.6142578125
6,yellow,red,-0.318603515625,-1.552734375
6,yellow,blue,-0.30029296875,-1.67578125
6,yellow,green,-0.383056640625,-1.3828125
6,yellow,purple,-0.3134765625,-1.6103515625
6,purple,red,-0.38818359375,-1.3408203125
6,purple,blue,-0.42919921875,-1.2578125
6,purple,green,-0.3388671875,-1.5107421875
6,purple,yellow,-0.3525390625,-1.5087890625
7,red,blue,-0.47607421875,-1.2890625
7,red,green,-0.51611328125,-1.1572265625
7,red,yellow,-0.461669921875,-1.2744140625
7,red,purple,-0.499755859375,-1.203125
7,blue,red,-0.47802734375,-1.2744140625
7,blue,green,-0.50927734375,-1.2275390625
7,blue,yellow,-0.4814453125,-1.2939453125
7,blue,purple,-0.49951171875,-1.2333984375
7,green,red,-0.36962890625,-1.509765625
7,green,blue,-0.3935546875,-1.4873046875
7,green,yellow,-0.413818359375,-1.4140625
7,green,purple,-0.412109375,-1.427734375
7,yellow,red,-0.439453125,-1.298828125
7,yellow,blue,-0.42333984375,-1.408203125
7,yellow,green,-0.5439453125,-1.1220703125
7,yellow,purple,-0.42431640625,-1.3935546875
7,purple,red,-0.50048828125,-1.1728515625
