template,option_a,option_b,prompt,score_a,score_b
Which do you prefer: {A} or {B}?,Toyota,Honda,Which do you prefer: Toyota or Honda?,-0.0053253173828125,-5.25390625
Which do you prefer: {A} or {B}?,Toyota,Ford,Which do you prefer: Toyota or Ford?,-0.0037136077880859375,-5.61328125
Which do you prefer: {A} or {B}?,Toyota,BMW,Which do you prefer: Toyota or BMW?,-0.251953125,-1.501953125
Which do you prefer: {A} or {B}?,Toyota,Mercedes,Which do you prefer: Toyota or Mercedes?,-0.1627197265625,-9.5367431640625e-07
Which do you prefer: {A} or {B}?,Toyota,Tesla,Which do you prefer: Toyota or Tesla?,-2.044921875,-0.1387939453125
Which do you prefer: {A} or {B}?,Toyota,Audi,Which do you prefer: Toyota or Audi?,-0.0020961761474609375,-2.5033950805664062e-06
Which do you prefer: {A} or {B}?,Honda,Toyota,Which do you prefer: Honda or Toyota?,-4.171875,-0.015655517578125
Which do you prefer: {A} or {B}?,Honda,Ford,Which do you prefer: Honda or Ford?,-0.050445556640625,-3.03515625
Which do you prefer: {A} or {B}?,Honda,BMW,Which do you prefer: Honda or BMW?,-0.2227783203125,-1.61328125
Which do you prefer: {A} or {B}?,Honda,Mercedes,Which do you prefer: Honda or Mercedes?,-0.014373779296875,-1.7881393432617188e-06
Which do you prefer: {A} or {B}?,Honda,Tesla,Which do you prefer: Honda or Tesla?,-4.09375,-0.01702880859375
Which do you prefer: {A} or {B}?,Honda,Audi,Which do you prefer: Honda or Audi?,-0.052215576171875,-2.5033950805664062e-06
Which do you prefer: {A} or {B}?,Ford,Toyota,Which do you prefer: Ford or Toyota?,-5.45703125,-0.004314422607421875
Which do you prefer: {A} or {B}?,Ford,Honda,Which do you prefer: Ford or Honda?,-0.75,-0.640625
Which do you prefer: {A} or {B}?,Ford,BMW,Which do you prefer: Ford or BMW?,-1.0947265625,-0.407470703125
Which do you prefer: {A} or {B}?,Ford,Mercedes,Which do you prefer: Ford or Mercedes?,-0.955078125,-1.5497207641601562e-06
Which do you prefer: {A} or {B}?,Ford,Tesla,Which do you prefer: Ford or Tesla?,-4.37109375,-0.0128631591796875
Which do you prefer: {A} or {B}?,Ford,Audi,Which do you prefer: Ford or Audi?,-0.1470947265625,-1.3113021850585938e-06
Which do you prefer: {A} or {B}?,BMW,Toyota,Which do you prefer: BMW or Toyota?,-1.7529296875,-0.1904296875
Which do you prefer: {A} or {B}?,BMW,Honda,Which do you prefer: BMW or Honda?,-0.01776123046875,-4.05078125
Which do you prefer: {A} or {B}?,BMW,Ford,Which do you prefer: BMW or Ford?,-0.001056671142578125,-6.921875
Which do you prefer: {A} or {B}?,BMW,Mercedes,Which do you prefer: BMW or Mercedes?,-0.0011005401611328125,-9.5367431640625e-07
Which do you prefer: {A} or {B}?,BMW,Tesla,Which do you prefer: BMW or Tesla?,-1.8310546875,-0.1749267578125
Which do you prefer: {A} or {B}?,BMW,Audi,Which do you prefer: BMW or Audi?,-0.0004794597625732422,-2.9325485229492188e-05
Which do you prefer: {A} or {B}?,Mercedes,Toyota,Which do you prefer: Mercedes or Toyota?,-5.9604644775390625e-06,-0.0229339599609375
Which do you prefer: {A} or {B}?,Mercedes,Honda,Which do you prefer: Mercedes or Honda?,-3.5762786865234375e-06,-0.58984375
Which do you prefer: {A} or {B}?,Mercedes,Ford,Which do you prefer: Mercedes or Ford?,-4.5299530029296875e-06,-2.099609375
Which do you prefer: {A} or {B}?,Mercedes,BMW,Which do you prefer: Mercedes or BMW?,-1.1205673217773438e-05,-0.43505859375
Which do you prefer: {A} or {B}?,Mercedes,Tesla,Which do you prefer: Mercedes or Tesla?,-1.0728836059570312e-06,-0.0025177001953125
Which do you prefer: {A} or {B}?,Mercedes,Audi,Which do you prefer: Mercedes or Audi?,-4.410743713378906e-06,-9.298324584960938e-06
Which do you prefer: {A} or {B}?,Tesla,Toyota,Which do you prefer: Tesla or Toyota?,-0.1748046875,-1.8310546875
Which do you prefer: {A} or {B}?,Tesla,Honda,Which do you prefer: Tesla or Honda?,-0.00037789344787597656,-8.015625
Which do you prefer: {A} or {B}?,Tesla,Ford,Which do you prefer: Tesla or Ford?,-0.0030078887939453125,-5.83203125
Which do you prefer: {A} or {B}?,Tesla,BMW,Which do you prefer: Tesla or BMW?,-0.00606536865234375,-5.1328125
Which do you prefer: {A} or {B}?,Tesla,Mercedes,Which do you prefer: Tesla or Mercedes?,-0.0001347064971923828,-3.337860107421875e-06
Which do you prefer: {A} or {B}?,Tesla,Audi,Which do you prefer: Tesla or Audi?,-0.00029778480529785156,-1.895427703857422e-05
Which do you prefer: {A} or {B}?,Audi,Toyota,Which do you prefer: Audi or Toyota?,-5.841255187988281e-06,-0.06500244140625
Which do you prefer: {A} or {B}?,Audi,Honda,Which do you prefer: Audi or Honda?,-3.933906555175781e-06,-4.03515625
Which do you prefer: {A} or {B}?,Audi,Ford,Which do you prefer: Audi or Ford?,-2.2649765014648438e-06,-3.00390625
Which do you prefer: {A} or {B}?,Audi,BMW,Which do you prefer: Audi or BMW?,-1.2755393981933594e-05,-0.383056640625
Which do you prefer: {A} or {B}?,Audi,Mercedes,Which do you prefer: Audi or Mercedes?,-2.574920654296875e-05,-8.344650268554688e-07
Which do you prefer: {A} or {B}?,Audi,Tesla,Which do you prefer: Audi or Tesla?,-0.00013649463653564453,-0.0028362274169921875
Do you prefer {A} or {B}?,Toyota,Honda,Do you prefer Toyota or Honda?,-0.0272216796875,-3.62109375
Do you prefer {A} or {B}?,Toyota,Ford,Do you prefer Toyota or Ford?,-0.01335906982421875,-4.32421875
Do you prefer {A} or {B}?,Toyota,BMW,Do you prefer Toyota or BMW?,-0.386962890625,-1.13671875
Do you prefer {A} or {B}?,Toyota,Mercedes,Do you prefer Toyota or Mercedes?,-0.1673583984375,-1.5497207641601562e-06
Do you prefer {A} or {B}?,Toyota,Tesla,Do you prefer Toyota or Tesla?,-2.279296875,-0.1080322265625
Do you prefer {A} or {B}?,Toyota,Audi,Do you prefer Toyota or Audi?,-0.004787445068359375,-9.5367431640625e-07
Do you prefer {A} or {B}?,Honda,Toyota,Do you prefer Honda or Toyota?,-5.0234375,-0.0066986083984375
Do you prefer {A} or {B}?,Honda,Ford,Do you prefer Honda or Ford?,-0.196533203125,-1.7275390625
Do you prefer {A} or {B}?,Honda,BMW,Do you prefer Honda or BMW?,-0.468505859375,-0.984375
Do you prefer {A} or {B}?,Honda,Mercedes,Do you prefer Honda or Mercedes?,-0.035003662109375,-2.5033950805664062e-06
Do you prefer {A} or {B}?,Honda,Tesla,Do you prefer Honda or Tesla?,-4.6953125,-0.00928497314453125
Do you prefer {A} or {B}?,Honda,Audi,Do you prefer Honda or Audi?,-0.384033203125,-2.0265579223632812e-06
Do you prefer {A} or {B}?,Ford,Toyota,Do you prefer Ford or Toyota?,-4.40234375,-0.01239013671875
Do you prefer {A} or {B}?,Ford,Honda,Do you prefer Ford or Honda?,-0.4130859375,-1.0849609375
Do you prefer {A} or {B}?,Ford,BMW,Do you prefer Ford or BMW?,-0.54931640625,-0.86181640625
Do you prefer {A} or {B}?,Ford,Mercedes,Do you prefer Ford or Mercedes?,-0.255615234375,-2.5033950805664062e-06
Do you prefer {A} or {B}?,Ford,Tesla,Do you prefer Ford or Tesla?,-3.078125,-0.0472412109375
Do you prefer {A} or {B}?,Ford,Audi,Do you prefer Ford or Audi?,-0.10821533203125,-9.5367431640625e-07
Do you prefer {A} or {B}?,BMW,Toyota,Do you prefer BMW or Toyota?,-3.97265625,-0.0190582275390625
Do you prefer {A} or {B}?,BMW,Honda,Do you prefer BMW or Honda?,-0.05938720703125,-2.85546875
Do you prefer {A} or {B}?,BMW,Ford,Do you prefer BMW or Ford?,-0.0085601806640625,-4.7734375
