item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
red,blue,Option A: {A}. Option B: {B}. Selected:,0.114013671875,0.11224365234375,0.2953871488571167,0.262872576713562,-2.171875,-2.1875
red,green,Option A: {A}. Option B: {B}. Selected:,0.11895751953125,0.136962890625,0.27698081731796265,0.2840043902397156,-2.12890625,-1.98828125
red,yellow,Option A: {A}. Option B: {B}. Selected:,0.09771728515625,0.091796875,0.25012123584747314,0.28064119815826416,-2.326171875,-2.388671875
red,purple,Option A: {A}. Option B: {B}. Selected:,0.0687255859375,0.11334228515625,0.19830113649368286,0.2785766124725342,-2.677734375,-2.177734375
blue,red,Option A: {A}. Option B: {B}. Selected:,0.10394287109375,0.139892578125,0.2315405011177063,0.24203002452850342,-2.263671875,-1.966796875
blue,green,Option A: {A}. Option B: {B}. Selected:,0.114990234375,0.1453857421875,0.23107826709747314,0.24547362327575684,-2.162109375,-1.9287109375
blue,yellow,Option A: {A}. Option B: {B}. Selected:,0.1434326171875,0.0970458984375,0.27180081605911255,0.21108627319335938,-1.9423828125,-2.33203125
blue,purple,Option A: {A}. Option B: {B}. Selected:,0.0882568359375,0.1455078125,0.1934778094291687,0.2515002489089966,-2.427734375,-1.927734375
green,red,Option A: {A}. Option B: {B}. Selected:,0.08465576171875,0.11212158203125,0.21152132749557495,0.2467847466468811,-2.46875,-2.1875
green,blue,Option A: {A}. Option B: {B}. Selected:,0.09002685546875,0.10205078125,0.2079906463623047,0.22861796617507935,-2.408203125,-2.283203125
green,yellow,Option A: {A}. Option B: {B}. Selected:,0.10443115234375,0.0633544921875,0.23023349046707153,0.22114789485931396,-2.259765625,-2.759765625
green,purple,Option A: {A}. Option B: {B}. Selected:,0.06768798828125,0.12445068359375,0.1713278889656067,0.2586063742637634,-2.693359375,-2.083984375
yellow,red,Option A: {A}. Option B: {B}. Selected:,0.06439208984375,0.106201171875,0.1879255175590515,0.25627565383911133,-2.7421875,-2.2421875
