item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
red,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-26.0625,-26.46875
red,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-26.953125,-27.078125
red,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-27.921875,-28.515625
red,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-27.921875,-27.03125
blue,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.0625,-32.21875
blue,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.171875,-27.625
blue,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.265625,-28.828125
blue,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.421875,-26.640625
green,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-22.703125,-33.40625
green,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.796875,-30.015625
green,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.28125,-29.421875
green,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.109375,-28.625
yellow,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-26.28125,-34.5
yellow,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-25.625,-29.84375
yellow,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-25.46875,-28.734375
yellow,purple,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.75,-28.34375
purple,red,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.515625,-33.9375
purple,blue,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.625,-27.734375
purple,green,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-24.296875,-28.03125
purple,yellow,Option A: {A}. Option B: {B}. Selected:,0.0,0.0,0.0,0.0,-23.21875,-28.859375
red,blue,Choice: {A} or {B}? Answer:,0.0021839141845703125,6.020069122314453e-06,0.2196071743965149,0.00015163421630859375,-6.125,-12.015625
red,green,Choice: {A} or {B}? Answer:,0.0005574226379394531,2.86102294921875e-06,0.06230431795120239,7.611513137817383e-05,-7.4921875,-12.7578125
red,yellow,Choice: {A} or {B}? Answer:,7.88569450378418e-05,1.7881393432617188e-07,0.0014293789863586426,5.662441253662109e-06,-9.4453125,-15.5703125
red,purple,Choice: {A} or {B}? Answer:,0.00033664703369140625,0.00042557716369628906,0.012693226337432861,0.0036728382110595703,-7.99609375,-7.76171875
blue,red,Choice: {A} or {B}? Answer:,0.0025272369384765625,1.7881393432617188e-07,0.04263657331466675,7.212162017822266e-06,-5.98046875,-15.6328125
blue,green,Choice: {A} or {B}? Answer:,0.0014429092407226562,7.092952728271484e-06,0.03219109773635864,0.0001500844955444336,-6.54296875,-11.8515625
blue,yellow,Choice: {A} or {B}? Answer:,0.0006256103515625,5.960464477539063e-08,0.007237136363983154,2.3245811462402344e-06,-7.375,-16.765625
blue,purple,Choice: {A} or {B}? Answer:,0.0004475116729736328,1.9371509552001953e-05,0.007689535617828369,0.00010883808135986328,-7.7109375,-10.8515625
green,red,Choice: {A} or {B}? Answer:,0.00024366378784179688,0.0,0.004428505897521973,4.172325134277344e-07,-8.3203125,-18.59375
green,blue,Choice: {A} or {B}? Answer:,0.0012598037719726562,5.960464477539063e-08,0.03472304344177246,2.562999725341797e-06,-6.67578125,-16.3125
green,yellow,Choice: {A} or {B}? Answer:,3.403425216674805e-05,0.0,0.0004572868347167969,1.1920928955078125e-07,-10.2890625,-19.421875
green,purple,Choice: {A} or {B}? Answer:,0.0009870529174804688,1.7881393432617188e-07,0.022472083568572998,1.9073486328125e-06,-6.921875,-15.53125
yellow,red,Choice: {A} or {B}? Answer:,8.64863395690918e-05,5.960464477539063e-08,0.001292109489440918,5.960464477539062e-07,-9.3515625,-17.015625
yellow,blue,Choice: {A} or {B}? Answer:,0.0008401870727539062,1.0728836059570312e-06,0.020445942878723145,9.238719940185547e-06,-7.08203125,-13.75
yellow,green,Choice: {A} or {B}? Answer:,0.00011521577835083008,1.4901161193847656e-06,0.0027617216110229492,1.627206802368164e-05,-9.0703125,-13.3984375
yellow,purple,Choice: {A} or {B}? Answer:,0.0004987716674804688,9.083747863769531e-05,0.01485288143157959,0.0006464719772338867,-7.6015625,-9.3046875
purple,red,Choice: {A} or {B}? Answer:,0.00022161006927490234,0.0,0.0018038749694824219,3.5762786865234375e-07,-8.4140625,-18.9375
purple,blue,Choice: {A} or {B}? Answer:,0.00040912628173828125,2.384185791015625e-07,0.005168914794921875,8.821487426757812e-06,-7.80078125,-15.2109375
purple,green,Choice: {A} or {B}? Answer:,0.0004360675811767578,1.1920928955078125e-07,0.0037612318992614746,2.7418136596679688e-06,-7.73828125,-15.765625
purple,yellow,Choice: {A} or {B}? Answer:,0.00023615360260009766,0.0,0.001582503318786621,4.76837158203125e-07,-8.3515625,-17.9375
red,blue,"Pick one: {A}, {B}. Result:",0.000286102294921875,0.00016820430755615234,0.8463859558105469,0.15316224098205566,-8.15625,-8.6875
red,green,"Pick one: {A}, {B}. Result:",0.0002512931823730469,0.0002512931823730469,0.683600902557373,0.29365992546081543,-8.2890625,-8.2890625
red,yellow,"Pick one: {A}, {B}. Result:",0.0002067089080810547,0.00196075439453125,0.506432294845581,0.48517417907714844,-8.484375,-6.234375
red,purple,"Pick one: {A}, {B}. Result:",5.960464477539063e-08,0.0021305084228515625,0.000683128833770752,0.9991552829742432,-16.953125,-6.15234375
blue,red,"Pick one: {A}, {B}. Result:",0.0003917217254638672,5.960464477539063e-08,0.9997503757476807,0.00019735097885131836,-7.84375,-16.78125
blue,green,"Pick one: {A}, {B}. Result:",0.00023424625396728516,1.3649463653564453e-05,0.9261842966079712,0.0736379623413086,-8.359375,-11.203125
blue,yellow,"Pick one: {A}, {B}. Result:",0.0005168914794921875,3.159046173095703e-06,0.9969501495361328,0.0027180910110473633,-7.56640625,-12.6640625
blue,purple,"Pick one: {A}, {B}. Result:",1.8537044525146484e-05,0.002079010009765625,0.044122159481048584,0.9555970430374146,-10.8984375,-6.17578125
green,red,"Pick one: {A}, {B}. Result:",0.0005879402160644531,1.1920928955078125e-07,0.9996585845947266,0.00023663043975830078,-7.4375,-16.03125
green,blue,"Pick one: {A}, {B}. Result:",0.0002751350402832031,5.9485435485839844e-05,0.8737483024597168,0.12586146593093872,-8.1953125,-9.7265625
green,yellow,"Pick one: {A}, {B}. Result:",0.0006814002990722656,8.58306884765625e-06,0.9948372840881348,0.00478518009185791,-7.29296875,-11.6640625
green,purple,"Pick one: {A}, {B}. Result:",5.1140785217285156e-05,0.004604339599609375,0.07974588871002197,0.9189739227294922,-9.8828125,-5.37890625
yellow,red,"Pick one: {A}, {B}. Result:",0.002910614013671875,7.212162017822266e-06,0.9847069382667542,0.015397608280181885,-5.83984375,-11.8359375
yellow,blue,"Pick one: {A}, {B}. Result:",0.0003032684326171875,0.0003657341003417969,0.29525279998779297,0.7049670219421387,-8.1015625,-7.9140625
yellow,green,"Pick one: {A}, {B}. Result:",0.0004482269287109375,0.00010001659393310547,0.5787925720214844,0.42093122005462646,-7.7109375,-9.2109375
