template_idx,option_a,option_b,score_a,score_b
0,red,blue,-0.054412841796875,2.8203125
0,red,green,-0.2210693359375,4.046875
0,red,yellow,-0.00078582763671875,0.84375
0,red,purple,-0.331787109375,4.38671875
0,blue,red,0.00707244873046875,-1.9765625
0,blue,green,-0.0038299560546875,1.15234375
0,blue,yellow,0.00611114501953125,-0.8984375
0,blue,purple,-0.080078125,3.154296875
0,green,red,0.007442474365234375,-3.3359375
0,green,blue,-0.405029296875,4.546875
0,green,yellow,0.0073394775390625,-2.7578125
0,green,purple,0.005130767822265625,-0.38671875
0,yellow,red,0.00249481201171875,0.34765625
0,yellow,blue,-0.662109375,4.9140625
0,yellow,green,-0.030487060546875,2.345703125
0,yellow,purple,-0.036773681640625,2.494140625
0,purple,red,-0.25146484375,4.15625
0,purple,blue,-4.640625,5.625
0,purple,green,-0.3056640625,4.3203125
0,purple,yellow,-0.0562744140625,2.849609375
1,red,blue,-0.0199737548828125,2.02734375
1,red,green,-0.6103515625,4.859375
1,red,yellow,0.0044403076171875,-0.13671875
1,red,purple,-0.1351318359375,3.615234375
1,blue,red,0.007556915283203125,-5.6484375
1,blue,green,0.00115966796875,0.578125
1,blue,yellow,0.0058135986328125,-0.7109375
1,blue,purple,-0.00365447998046875,1.13671875
1,green,red,0.007564544677734375,-7.1015625
1,green,blue,-0.5615234375,4.796875
1,green,yellow,0.00756072998046875,-6.0078125
1,green,purple,0.007450103759765625,-3.4140625
1,yellow,red,0.00736236572265625,-2.8515625
1,yellow,blue,-3.4765625,5.6015625
1,yellow,green,-0.07745361328125,3.125
1,yellow,purple,-0.02264404296875,2.119140625
1,purple,red,-0.029327392578125,2.314453125
1,purple,blue,-7.3984375,5.6328125
1,purple,green,-0.28515625,4.26171875
1,purple,yellow,-0.032867431640625,2.404296875
2,red,blue,-0.07745361328125,3.125
2,red,green,-0.35009765625,4.4296875
2,red,yellow,-0.00616455078125,1.3359375
2,red,purple,-0.568359375,4.8046875
2,blue,red,0.006397247314453125,-1.1171875
2,blue,green,-0.0097503662109375,1.5703125
2,blue,yellow,0.002651214599609375,0.31640625
2,blue,purple,-0.1597900390625,3.76171875
2,green,red,0.007183074951171875,-2.2265625
2,green,blue,-0.6103515625,4.859375
2,green,yellow,0.0069122314453125,-1.6953125
2,green,purple,0.002414703369140625,0.36328125
2,yellow,red,-0.00234222412109375,1.01171875
2,yellow,blue,-1.1611328125,5.26171875
2,yellow,green,-0.07373046875,3.08203125
2,yellow,purple,-0.08544921875,3.2109375
2,purple,red,-0.5029296875,4.71484375
2,purple,blue,-4.75,5.625
2,purple,green,-0.43212890625,4.6015625
2,purple,yellow,-0.169677734375,3.81640625
3,red,blue,-0.072509765625,3.068359375
3,red,green,-0.331787109375,4.38671875
3,red,yellow,-0.00400543212890625,1.16796875
3,red,purple,-0.515625,4.734375
