template_idx,score_a,score_b,a_brand,a_screen,a_ram,b_brand,b_screen,b_ram
0,-0.1767578125,0.8544921875,ASUS,13-inch,4GB,ASUS,13-inch,8GB
0,-0.2109375,0.86767578125,ASUS,13-inch,4GB,ASUS,13-inch,16GB
0,-0.458984375,0.94775390625,ASUS,13-inch,4GB,ASUS,14-inch,4GB
0,-0.6083984375,0.9853515625,ASUS,13-inch,4GB,ASUS,14-inch,8GB
0,-0.5576171875,0.97314453125,ASUS,13-inch,4GB,ASUS,14-inch,16GB
0,-0.3740234375,0.9228515625,ASUS,13-inch,4GB,ASUS,16-inch,4GB
0,-0.41015625,0.93408203125,ASUS,13-inch,4GB,ASUS,16-inch,8GB
0,-0.326171875,0.908203125,ASUS,13-inch,4GB,ASUS,16-inch,16GB
0,0.0166015625,0.76611328125,ASUS,13-inch,4GB,Lenovo,13-inch,4GB
0,-0.025390625,0.787109375,ASUS,13-inch,4GB,Lenovo,13-inch,8GB
0,-0.0673828125,0.8076171875,ASUS,13-inch,4GB,Lenovo,13-inch,16GB
0,-0.2451171875,0.88037109375,ASUS,13-inch,4GB,Lenovo,14-inch,4GB
0,-0.302734375,0.900390625,ASUS,13-inch,4GB,Lenovo,14-inch,8GB
0,-0.291015625,0.896484375,ASUS,13-inch,4GB,Lenovo,14-inch,16GB
0,-0.166015625,0.85009765625,ASUS,13-inch,4GB,Lenovo,16-inch,4GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,4GB,Lenovo,16-inch,8GB
0,-0.1328125,0.83642578125,ASUS,13-inch,4GB,Lenovo,16-inch,16GB
0,-0.078125,0.8125,ASUS,13-inch,4GB,HP,13-inch,4GB
0,-0.099609375,0.822265625,ASUS,13-inch,4GB,HP,13-inch,8GB
0,-0.154296875,0.845703125,ASUS,13-inch,4GB,HP,13-inch,16GB
0,-0.41015625,0.93408203125,ASUS,13-inch,4GB,HP,14-inch,4GB
0,-0.43359375,0.94091796875,ASUS,13-inch,4GB,HP,14-inch,8GB
0,-0.43359375,0.94091796875,ASUS,13-inch,4GB,HP,14-inch,16GB
0,-0.2333984375,0.8759765625,ASUS,13-inch,4GB,HP,16-inch,4GB
0,-0.2333984375,0.8759765625,ASUS,13-inch,4GB,HP,16-inch,8GB
0,-0.1875,0.85888671875,ASUS,13-inch,4GB,HP,16-inch,16GB
0,-0.0146484375,0.7822265625,ASUS,13-inch,4GB,Dell,13-inch,4GB
0,-0.025390625,0.787109375,ASUS,13-inch,4GB,Dell,13-inch,8GB
0,-0.0673828125,0.8076171875,ASUS,13-inch,4GB,Dell,13-inch,16GB
0,-0.302734375,0.900390625,ASUS,13-inch,4GB,Dell,14-inch,4GB
0,-0.326171875,0.908203125,ASUS,13-inch,4GB,Dell,14-inch,8GB
0,-0.326171875,0.908203125,ASUS,13-inch,4GB,Dell,14-inch,16GB
0,-0.1875,0.85888671875,ASUS,13-inch,4GB,Dell,16-inch,4GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,4GB,Dell,16-inch,8GB
0,-0.1328125,0.83642578125,ASUS,13-inch,4GB,Dell,16-inch,16GB
0,-0.099609375,0.822265625,ASUS,13-inch,4GB,Apple,13-inch,4GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,4GB,Apple,13-inch,8GB
0,-0.2216796875,0.8720703125,ASUS,13-inch,4GB,Apple,13-inch,16GB
0,-0.3857421875,0.9267578125,ASUS,13-inch,4GB,Apple,14-inch,4GB
0,-0.4833984375,0.9541015625,ASUS,13-inch,4GB,Apple,14-inch,8GB
0,-0.470703125,0.951171875,ASUS,13-inch,4GB,Apple,14-inch,16GB
0,-0.2333984375,0.8759765625,ASUS,13-inch,4GB,Apple,16-inch,4GB
0,-0.267578125,0.888671875,ASUS,13-inch,4GB,Apple,16-inch,8GB
0,-0.2109375,0.86767578125,ASUS,13-inch,4GB,Apple,16-inch,16GB
0,0.005859375,0.771484375,ASUS,13-inch,8GB,ASUS,13-inch,4GB
0,-0.2109375,0.86767578125,ASUS,13-inch,8GB,ASUS,13-inch,16GB
0,-0.2333984375,0.8759765625,ASUS,13-inch,8GB,ASUS,14-inch,4GB
0,-0.4951171875,0.95751953125,ASUS,13-inch,8GB,ASUS,14-inch,8GB
0,-0.5703125,0.9765625,ASUS,13-inch,8GB,ASUS,14-inch,16GB
0,-0.154296875,0.845703125,ASUS,13-inch,8GB,ASUS,16-inch,4GB
0,-0.3740234375,0.9228515625,ASUS,13-inch,8GB,ASUS,16-inch,8GB
0,-0.314453125,0.904296875,ASUS,13-inch,8GB,ASUS,16-inch,16GB
0,0.11572265625,0.70947265625,ASUS,13-inch,8GB,Lenovo,13-inch,4GB
0,0.005859375,0.771484375,ASUS,13-inch,8GB,Lenovo,13-inch,8GB
0,-0.056640625,0.802734375,ASUS,13-inch,8GB,Lenovo,13-inch,16GB
0,-0.056640625,0.802734375,ASUS,13-inch,8GB,Lenovo,14-inch,4GB
0,-0.267578125,0.888671875,ASUS,13-inch,8GB,Lenovo,14-inch,8GB
0,-0.279296875,0.892578125,ASUS,13-inch,8GB,Lenovo,14-inch,16GB
0,0.005859375,0.771484375,ASUS,13-inch,8GB,Lenovo,16-inch,4GB
0,-0.166015625,0.85009765625,ASUS,13-inch,8GB,Lenovo,16-inch,8GB
0,-0.1103515625,0.8271484375,ASUS,13-inch,8GB,Lenovo,16-inch,16GB
0,0.056640625,0.744140625,ASUS,13-inch,8GB,HP,13-inch,4GB
0,-0.0673828125,0.8076171875,ASUS,13-inch,8GB,HP,13-inch,8GB
0,-0.1435546875,0.8408203125,ASUS,13-inch,8GB,HP,13-inch,16GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,8GB,HP,14-inch,4GB
0,-0.41015625,0.93408203125,ASUS,13-inch,8GB,HP,14-inch,8GB
0,-0.421875,0.9375,ASUS,13-inch,8GB,HP,14-inch,16GB
0,-0.0361328125,0.79248046875,ASUS,13-inch,8GB,HP,16-inch,4GB
0,-0.2216796875,0.8720703125,ASUS,13-inch,8GB,HP,16-inch,8GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,8GB,HP,16-inch,16GB
0,0.11572265625,0.70947265625,ASUS,13-inch,8GB,Dell,13-inch,4GB
0,-0.0146484375,0.7822265625,ASUS,13-inch,8GB,Dell,13-inch,8GB
0,-0.056640625,0.802734375,ASUS,13-inch,8GB,Dell,13-inch,16GB
0,-0.0888671875,0.8173828125,ASUS,13-inch,8GB,Dell,14-inch,4GB
0,-0.314453125,0.904296875,ASUS,13-inch,8GB,Dell,14-inch,8GB
0,-0.302734375,0.900390625,ASUS,13-inch,8GB,Dell,14-inch,16GB
0,-0.0048828125,0.77685546875,ASUS,13-inch,8GB,Dell,16-inch,4GB
0,-0.1767578125,0.8544921875,ASUS,13-inch,8GB,Dell,16-inch,8GB
0,-0.12109375,0.83154296875,ASUS,13-inch,8GB,Dell,16-inch,16GB
0,0.005859375,0.771484375,ASUS,13-inch,8GB,Apple,13-inch,4GB
0,-0.1103515625,0.8271484375,ASUS,13-inch,8GB,Apple,13-inch,8GB
0,-0.2109375,0.86767578125,ASUS,13-inch,8GB,Apple,13-inch,16GB
0,-0.2216796875,0.8720703125,ASUS,13-inch,8GB,Apple,14-inch,4GB
0,-0.41015625,0.93408203125,ASUS,13-inch,8GB,Apple,14-inch,8GB
0,-0.470703125,0.951171875,ASUS,13-inch,8GB,Apple,14-inch,16GB
0,-0.078125,0.8125,ASUS,13-inch,8GB,Apple,16-inch,4GB
0,-0.2333984375,0.8759765625,ASUS,13-inch,8GB,Apple,16-inch,8GB
0,-0.19921875,0.86328125,ASUS,13-inch,8GB,Apple,16-inch,16GB
0,-0.078125,0.8125,ASUS,13-inch,16GB,ASUS,13-inch,4GB
0,-0.166015625,0.85009765625,ASUS,13-inch,16GB,ASUS,13-inch,8GB
0,-0.326171875,0.908203125,ASUS,13-inch,16GB,ASUS,14-inch,4GB
0,-0.4833984375,0.9541015625,ASUS,13-inch,16GB,ASUS,14-inch,8GB
0,-0.5830078125,0.9794921875,ASUS,13-inch,16GB,ASUS,14-inch,16GB
0,-0.0673828125,0.8076171875,ASUS,13-inch,16GB,ASUS,16-inch,4GB
0,-0.1435546875,0.8408203125,ASUS,13-inch,16GB,ASUS,16-inch,8GB
0,-0.2216796875,0.8720703125,ASUS,13-inch,16GB,ASUS,16-inch,16GB
0,0.056640625,0.744140625,ASUS,13-inch,16GB,Lenovo,13-inch,4GB
0,-0.025390625,0.787109375,ASUS,13-inch,16GB,Lenovo,13-inch,8GB
0,-0.056640625,0.802734375,ASUS,13-inch,16GB,Lenovo,13-inch,16GB
0,-0.1435546875,0.8408203125,ASUS,13-inch,16GB,Lenovo,14-inch,4GB
0,-0.267578125,0.888671875,ASUS,13-inch,16GB,Lenovo,14-inch,8GB
0,-0.349609375,0.916015625,ASUS,13-inch,16GB,Lenovo,14-inch,16GB
0,0.06640625,0.73828125,ASUS,13-inch,16GB,Lenovo,16-inch,4GB
0,-0.0146484375,0.7822265625,ASUS,13-inch,16GB,Lenovo,16-inch,8GB
0,-0.078125,0.8125,ASUS,13-inch,16GB,Lenovo,16-inch,16GB
0,-0.0048828125,0.77685546875,ASUS,13-inch,16GB,HP,13-inch,4GB
0,-0.0888671875,0.8173828125,ASUS,13-inch,16GB,HP,13-inch,8GB
0,-0.1435546875,0.8408203125,ASUS,13-inch,16GB,HP,13-inch,16GB
0,-0.2451171875,0.88037109375,ASUS,13-inch,16GB,HP,14-inch,4GB
0,-0.3740234375,0.9228515625,ASUS,13-inch,16GB,HP,14-inch,8GB
0,-0.5078125,0.9609375,ASUS,13-inch,16GB,HP,14-inch,16GB
0,0.0263671875,0.7607421875,ASUS,13-inch,16GB,HP,16-inch,4GB
0,-0.056640625,0.802734375,ASUS,13-inch,16GB,HP,16-inch,8GB
0,-0.154296875,0.845703125,ASUS,13-inch,16GB,HP,16-inch,16GB
0,0.056640625,0.744140625,ASUS,13-inch,16GB,Dell,13-inch,4GB
0,-0.0146484375,0.7822265625,ASUS,13-inch,16GB,Dell,13-inch,8GB
0,-0.0888671875,0.8173828125,ASUS,13-inch,16GB,Dell,13-inch,16GB
0,-0.166015625,0.85009765625,ASUS,13-inch,16GB,Dell,14-inch,4GB
0,-0.279296875,0.892578125,ASUS,13-inch,16GB,Dell,14-inch,8GB
0,-0.3974609375,0.9306640625,ASUS,13-inch,16GB,Dell,14-inch,16GB
0,0.06640625,0.73828125,ASUS,13-inch,16GB,Dell,16-inch,4GB
0,-0.0048828125,0.77685546875,ASUS,13-inch,16GB,Dell,16-inch,8GB
0,-0.099609375,0.822265625,ASUS,13-inch,16GB,Dell,16-inch,16GB
0,-0.0673828125,0.8076171875,ASUS,13-inch,16GB,Apple,13-inch,4GB
0,-0.166015625,0.85009765625,ASUS,13-inch,16GB,Apple,13-inch,8GB
0,-0.19921875,0.86328125,ASUS,13-inch,16GB,Apple,13-inch,16GB
0,-0.291015625,0.896484375,ASUS,13-inch,16GB,Apple,14-inch,4GB
0,-0.4345703125,0.94091796875,ASUS,13-inch,16GB,Apple,14-inch,8GB
0,-0.5205078125,0.9638671875,ASUS,13-inch,16GB,Apple,14-inch,16GB
0,-0.0361328125,0.79248046875,ASUS,13-inch,16GB,Apple,16-inch,4GB
0,-0.12109375,0.83154296875,ASUS,13-inch,16GB,Apple,16-inch,8GB
0,-0.1875,0.85888671875,ASUS,13-inch,16GB,Apple,16-inch,16GB
0,0.19091796875,0.65966796875,ASUS,14-inch,4GB,ASUS,13-inch,4GB
0,0.20947265625,0.64697265625,ASUS,14-inch,4GB,ASUS,13-inch,8GB
0,0.20947265625,0.64697265625,ASUS,14-inch,4GB,ASUS,13-inch,16GB
0,0.236328125,0.626953125,ASUS,14-inch,4GB,ASUS,14-inch,8GB
