template,option_a,option_b,prompt,score_a,score_b
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Which do you prefer?
Answer: ",-7.3909759521484375e-06,-11.8125
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Which do you prefer?
Answer: ",-1.1920928955078125e-07,-15.65625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Which do you prefer?
Answer: ",-0.00041747093200683594,-7.78125
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Which do you prefer?
Answer: ",-2.208984375,-0.1162109375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Which do you prefer?
Answer: ",-11.359375,-1.1682510375976562e-05
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Which do you prefer?
Answer: ",-3.814697265625e-06,-12.46875
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Which do you prefer?
Answer: ",-0.0014562606811523438,-6.53125
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Which do you prefer?
Answer: ",-7.9375,-0.0003571510314941406
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Which do you prefer?
Answer: ",-10.9375,-1.7762184143066406e-05
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Which do you prefer?
Answer: ",-0.041717529296875,-3.197265625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Which do you prefer?
Answer: ",-9.918212890625e-05,-9.21875
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Which do you prefer?
Answer: ",-15.46875,-2.384185791015625e-07
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Which do you prefer?
Answer: ",-13.765625,-1.0728836059570312e-06
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Which do you prefer?
Answer: ",-0.28125,-1.40625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Which do you prefer?
Answer: ",-0.0001055002212524414,-9.15625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Which do you prefer?
Answer: ",-7.375,-0.0006265640258789062
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Which do you prefer?
Answer: ",-3.421306610107422e-05,-10.28125
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Which do you prefer?
Answer: ",-1.0251998901367188e-05,-11.484375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,HP,"You have two options:
Option 1 - Apple
Option 2 - HP
Which do you prefer?
Answer: ",-4.76837158203125e-07,-14.5625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Dell,"You have two options:
Option 1 - Apple
Option 2 - Dell
Which do you prefer?
Answer: ",-2.4318695068359375e-05,-10.625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Lenovo,"You have two options:
Option 1 - ASUS
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-4.887580871582031e-06,-12.234375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,HP,"You have two options:
Option 1 - ASUS
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-1.1920928955078125e-07,-16.515625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Dell,"You have two options:
Option 1 - ASUS
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-8.749961853027344e-05,-9.34375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",ASUS,Apple,"You have two options:
Option 1 - ASUS
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-5.22265625,-0.005397796630859375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,ASUS,"You have two options:
Option 1 - Lenovo
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-6.46875,-0.0015497207641601562
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,HP,"You have two options:
Option 1 - Lenovo
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-1.1920928955078125e-06,-13.59375
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,Dell,"You have two options:
Option 1 - Lenovo
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-0.0025539398193359375,-5.97265625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Lenovo,Apple,"You have two options:
Option 1 - Lenovo
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-13.03125,-2.1457672119140625e-06
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,ASUS,"You have two options:
Option 1 - HP
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-3.95703125,-0.0193023681640625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Lenovo,"You have two options:
Option 1 - HP
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.0019893646240234375,-6.22265625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Dell,"You have two options:
Option 1 - HP
Option 2 - Dell
Do you prefer option 1 or option 2?
Answer: ",-1.5735626220703125e-05,-11.0625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",HP,Apple,"You have two options:
Option 1 - HP
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-16.921875,0.0
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,ASUS,"You have two options:
Option 1 - Dell
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-9.40625,-8.225440979003906e-05
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Lenovo,"You have two options:
Option 1 - Dell
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-0.0254974365234375,-3.681640625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,HP,"You have two options:
Option 1 - Dell
Option 2 - HP
Do you prefer option 1 or option 2?
Answer: ",-1.0132789611816406e-05,-11.5
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Dell,Apple,"You have two options:
Option 1 - Dell
Option 2 - Apple
Do you prefer option 1 or option 2?
Answer: ",-12.46875,-3.814697265625e-06
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,ASUS,"You have two options:
Option 1 - Apple
Option 2 - ASUS
Do you prefer option 1 or option 2?
Answer: ",-9.465217590332031e-05,-9.265625
"You have two options:
Option 1 - {A}
Option 2 - {B}
Do you prefer option 1 or option 2?
Answer: ",Apple,Lenovo,"You have two options:
Option 1 - Apple
Option 2 - Lenovo
Do you prefer option 1 or option 2?
Answer: ",-1.3828277587890625e-05,-11.1875
