template,option_a,option_b,prompt,score_a,score_b
Which do you prefer: {A} or {B}?,Apple,Microsoft,Which do you prefer: Apple or Microsoft?,-0.24072265625,-1.5537109375
Which do you prefer: {A} or {B}?,Apple,Google,Which do you prefer: Apple or Google?,-1.55078125,-0.2386474609375
Which do you prefer: {A} or {B}?,Apple,Amazon,Which do you prefer: Apple or Amazon?,-0.039337158203125,-3.2578125
Which do you prefer: {A} or {B}?,Apple,Tesla,Which do you prefer: Apple or Tesla?,-7.9375,-0.0003650188446044922
Which do you prefer: {A} or {B}?,Apple,Nvidia,Which do you prefer: Apple or Nvidia?,-3.078125,-5.0067901611328125e-06
Which do you prefer: {A} or {B}?,Apple,Meta,Which do you prefer: Apple or Meta?,-4.8279762268066406e-05,-10.09375
Which do you prefer: {A} or {B}?,Microsoft,Apple,Which do you prefer: Microsoft or Apple?,-0.01474761962890625,-4.640625
Which do you prefer: {A} or {B}?,Microsoft,Google,Which do you prefer: Microsoft or Google?,-3.7421875,-0.0240020751953125
Which do you prefer: {A} or {B}?,Microsoft,Amazon,Which do you prefer: Microsoft or Amazon?,-0.08477783203125,-2.521484375
Which do you prefer: {A} or {B}?,Microsoft,Tesla,Which do you prefer: Microsoft or Tesla?,-13.28125,-1.5735626220703125e-05
Which do you prefer: {A} or {B}?,Microsoft,Nvidia,Which do you prefer: Microsoft or Nvidia?,-12.8125,-4.0531158447265625e-06
Which do you prefer: {A} or {B}?,Microsoft,Meta,Which do you prefer: Microsoft or Meta?,-0.00017464160919189453,-9.4375
Which do you prefer: {A} or {B}?,Google,Apple,Which do you prefer: Google or Apple?,-0.0002636909484863281,-8.34375
Which do you prefer: {A} or {B}?,Google,Microsoft,Which do you prefer: Google or Microsoft?,-2.765655517578125e-05,-10.53125
Which do you prefer: {A} or {B}?,Google,Amazon,Which do you prefer: Google or Amazon?,-9.274482727050781e-05,-9.34375
Which do you prefer: {A} or {B}?,Google,Tesla,Which do you prefer: Google or Tesla?,-1.40625,-0.28125
Which do you prefer: {A} or {B}?,Google,Nvidia,Which do you prefer: Google or Nvidia?,-2.2109375,-5.4836273193359375e-06
Which do you prefer: {A} or {B}?,Google,Meta,Which do you prefer: Google or Meta?,-1.3113021850585938e-06,-14.71875
Which do you prefer: {A} or {B}?,Amazon,Apple,Which do you prefer: Amazon or Apple?,-0.377197265625,-1.158203125
Which do you prefer: {A} or {B}?,Amazon,Microsoft,Which do you prefer: Amazon or Microsoft?,-0.06402587890625,-2.783203125
Which do you prefer: {A} or {B}?,Amazon,Google,Which do you prefer: Amazon or Google?,-0.04315185546875,-3.16796875
Which do you prefer: {A} or {B}?,Amazon,Tesla,Which do you prefer: Amazon or Tesla?,-5.16015625,-0.0057830810546875
Which do you prefer: {A} or {B}?,Amazon,Nvidia,Which do you prefer: Amazon or Nvidia?,-10.65625,-1.0132789611816406e-05
Which do you prefer: {A} or {B}?,Amazon,Meta,Which do you prefer: Amazon or Meta?,-0.0012989044189453125,-7.0
Which do you prefer: {A} or {B}?,Tesla,Apple,Which do you prefer: Tesla or Apple?,-0.05023193359375,-3.01953125
Which do you prefer: {A} or {B}?,Tesla,Microsoft,Which do you prefer: Tesla or Microsoft?,-0.017242431640625,-4.171875
Which do you prefer: {A} or {B}?,Tesla,Google,Which do you prefer: Tesla or Google?,-8.7738037109375e-05,-10.34375
Which do you prefer: {A} or {B}?,Tesla,Amazon,Which do you prefer: Tesla or Amazon?,-0.00024580955505371094,-11.0625
Which do you prefer: {A} or {B}?,Tesla,Nvidia,Which do you prefer: Tesla or Nvidia?,-2.724609375,-2.09808349609375e-05
Which do you prefer: {A} or {B}?,Tesla,Meta,Which do you prefer: Tesla or Meta?,-2.110004425048828e-05,-14.953125
Which do you prefer: {A} or {B}?,Nvidia,Apple,Which do you prefer: Nvidia or Apple?,-5.0067901611328125e-06,-7.09375
Which do you prefer: {A} or {B}?,Nvidia,Microsoft,Which do you prefer: Nvidia or Microsoft?,-4.172325134277344e-06,-7.59375
Which do you prefer: {A} or {B}?,Nvidia,Google,Which do you prefer: Nvidia or Google?,-5.364418029785156e-06,-11.1875
Which do you prefer: {A} or {B}?,Nvidia,Amazon,Which do you prefer: Nvidia or Amazon?,-7.271766662597656e-06,-15.71875
Which do you prefer: {A} or {B}?,Nvidia,Tesla,Which do you prefer: Nvidia or Tesla?,-2.86102294921875e-06,-8.40625
Which do you prefer: {A} or {B}?,Nvidia,Meta,Which do you prefer: Nvidia or Meta?,-3.5762786865234375e-06,-16.71875
Which do you prefer: {A} or {B}?,Meta,Apple,Which do you prefer: Meta or Apple?,-4.8515625,-0.00789642333984375
Which do you prefer: {A} or {B}?,Meta,Microsoft,Which do you prefer: Meta or Microsoft?,-4.296875,-0.01380157470703125
