template,option_a,option_b,prompt,score_a,score_b
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Microsoft,"You have two options:
Option 1 - Apple
Option 2 - Microsoft
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Google,"You have two options:
Option 1 - Apple
Option 2 - Google
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Amazon,"You have two options:
Option 1 - Apple
Option 2 - Amazon
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Tesla,"You have two options:
Option 1 - Apple
Option 2 - Tesla
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Nvidia,"You have two options:
Option 1 - Apple
Option 2 - Nvidia
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Apple,Meta,"You have two options:
Option 1 - Apple
Option 2 - Meta
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Apple,"You have two options:
Option 1 - Microsoft
Option 2 - Apple
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Google,"You have two options:
Option 1 - Microsoft
Option 2 - Google
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Amazon,"You have two options:
Option 1 - Microsoft
Option 2 - Amazon
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Tesla,"You have two options:
Option 1 - Microsoft
Option 2 - Tesla
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Nvidia,"You have two options:
Option 1 - Microsoft
Option 2 - Nvidia
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Microsoft,Meta,"You have two options:
Option 1 - Microsoft
Option 2 - Meta
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Apple,"You have two options:
Option 1 - Google
Option 2 - Apple
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Microsoft,"You have two options:
Option 1 - Google
Option 2 - Microsoft
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Amazon,"You have two options:
Option 1 - Google
Option 2 - Amazon
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Tesla,"You have two options:
Option 1 - Google
Option 2 - Tesla
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Nvidia,"You have two options:
Option 1 - Google
Option 2 - Nvidia
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Google,Meta,"You have two options:
Option 1 - Google
Option 2 - Meta
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Apple,"You have two options:
Option 1 - Amazon
Option 2 - Apple
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Microsoft,"You have two options:
Option 1 - Amazon
Option 2 - Microsoft
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Google,"You have two options:
Option 1 - Amazon
Option 2 - Google
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Tesla,"You have two options:
Option 1 - Amazon
Option 2 - Tesla
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Nvidia,"You have two options:
Option 1 - Amazon
Option 2 - Nvidia
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Amazon,Meta,"You have two options:
Option 1 - Amazon
Option 2 - Meta
Which do you prefer?
Answer: ",,
"You have two options:
Option 1 - {A}
Option 2 - {B}
Which do you prefer?
Answer: ",Tesla,Apple,"You have two options:
Option 1 - Tesla
Option 2 - Apple
Which do you prefer?
Answer: ",,
