template_idx,score_a,score_b,a_brand,a_screen,a_ram,b_brand,b_screen,b_ram
0,-23.3125,6.0703125,Apple,13-inch,4GB,Apple,13-inch,16GB
0,-9.7890625,6.0703125,Apple,13-inch,4GB,Apple,16-inch,4GB
0,-21.96875,6.0703125,Apple,13-inch,4GB,Apple,16-inch,16GB
0,-0.12103271484375,4.31640625,Apple,13-inch,4GB,Lenovo,13-inch,4GB
0,-21.125,6.0703125,Apple,13-inch,4GB,Lenovo,13-inch,16GB
0,0.06787109375,-0.4921875,Apple,13-inch,4GB,Lenovo,16-inch,4GB
0,-18.515625,6.0703125,Apple,13-inch,4GB,Lenovo,16-inch,16GB
0,-0.25244140625,4.78125,Apple,13-inch,4GB,Dell,13-inch,4GB
0,-21.21875,6.0703125,Apple,13-inch,4GB,Dell,13-inch,16GB
0,0.062347412109375,1.09375,Apple,13-inch,4GB,Dell,16-inch,4GB
0,-19.109375,6.0703125,Apple,13-inch,4GB,Dell,16-inch,16GB
0,0.06927490234375,-14.5078125,Apple,13-inch,16GB,Apple,13-inch,4GB
0,0.06927490234375,-11.9609375,Apple,13-inch,16GB,Apple,16-inch,4GB
0,-7.0859375,6.0703125,Apple,13-inch,16GB,Apple,16-inch,16GB
0,0.06927490234375,-12.6171875,Apple,13-inch,16GB,Lenovo,13-inch,4GB
0,0.061676025390625,1.1875,Apple,13-inch,16GB,Lenovo,13-inch,16GB
0,0.06927490234375,-11.3828125,Apple,13-inch,16GB,Lenovo,16-inch,4GB
0,-0.9443359375,5.62109375,Apple,13-inch,16GB,Lenovo,16-inch,16GB
0,0.06927490234375,-12.8203125,Apple,13-inch,16GB,Dell,13-inch,4GB
0,0.064208984375,0.78515625,Apple,13-inch,16GB,Dell,13-inch,16GB
0,0.06927490234375,-11.7421875,Apple,13-inch,16GB,Dell,16-inch,4GB
0,-1.9208984375,5.921875,Apple,13-inch,16GB,Dell,16-inch,16GB
0,-0.317626953125,4.93359375,Apple,16-inch,4GB,Apple,13-inch,4GB
0,-19.5,6.0703125,Apple,16-inch,4GB,Apple,13-inch,16GB
0,-22.75,6.0703125,Apple,16-inch,4GB,Apple,16-inch,16GB
0,0.053466796875,1.9140625,Apple,16-inch,4GB,Lenovo,13-inch,4GB
0,-18.9375,6.0703125,Apple,16-inch,4GB,Lenovo,13-inch,16GB
0,0.028839111328125,2.841796875,Apple,16-inch,4GB,Lenovo,16-inch,4GB
0,-20.71875,6.0703125,Apple,16-inch,4GB,Lenovo,16-inch,16GB
0,0.053741455078125,1.8984375,Apple,16-inch,4GB,Dell,13-inch,4GB
0,-19.625,6.0703125,Apple,16-inch,4GB,Dell,13-inch,16GB
0,-0.040283203125,3.8046875,Apple,16-inch,4GB,Dell,16-inch,4GB
0,-21.390625,6.0703125,Apple,16-inch,4GB,Dell,16-inch,16GB
0,0.06927490234375,-12.2265625,Apple,16-inch,16GB,Apple,13-inch,4GB
0,0.0567626953125,1.68359375,Apple,16-inch,16GB,Apple,13-inch,16GB
0,0.06927490234375,-13.7421875,Apple,16-inch,16GB,Apple,16-inch,4GB
0,0.06927490234375,-11.2890625,Apple,16-inch,16GB,Lenovo,13-inch,4GB
0,0.067138671875,-0.08984375,Apple,16-inch,16GB,Lenovo,13-inch,16GB
0,0.06927490234375,-11.7734375,Apple,16-inch,16GB,Lenovo,16-inch,4GB
0,0.063232421875,0.953125,Apple,16-inch,16GB,Lenovo,16-inch,16GB
0,0.06927490234375,-11.7265625,Apple,16-inch,16GB,Dell,13-inch,4GB
0,0.068603515625,-1.2421875,Apple,16-inch,16GB,Dell,13-inch,16GB
0,0.06927490234375,-11.8515625,Apple,16-inch,16GB,Dell,16-inch,4GB
0,0.06317138671875,0.96875,Apple,16-inch,16GB,Dell,16-inch,16GB
0,-8.8359375,6.0703125,Lenovo,13-inch,4GB,Apple,13-inch,4GB
0,-20.875,6.0703125,Lenovo,13-inch,4GB,Apple,13-inch,16GB
0,-0.3076171875,4.9140625,Lenovo,13-inch,4GB,Apple,16-inch,4GB
0,-18.65625,6.0703125,Lenovo,13-inch,4GB,Apple,16-inch,16GB
0,-23.84375,6.0703125,Lenovo,13-inch,4GB,Lenovo,13-inch,16GB
0,-10.5234375,6.0703125,Lenovo,13-inch,4GB,Lenovo,16-inch,4GB
0,-21.65625,6.0703125,Lenovo,13-inch,4GB,Lenovo,16-inch,16GB
0,-4.796875,6.0625,Lenovo,13-inch,4GB,Dell,13-inch,4GB
0,-22.625,6.0703125,Lenovo,13-inch,4GB,Dell,13-inch,16GB
0,-0.53466796875,5.27734375,Lenovo,13-inch,4GB,Dell,16-inch,4GB
0,-20.421875,6.0703125,Lenovo,13-inch,4GB,Dell,16-inch,16GB
0,0.06927490234375,-12.2734375,Lenovo,13-inch,16GB,Apple,13-inch,4GB
0,-2.90625,6.01953125,Lenovo,13-inch,16GB,Apple,13-inch,16GB
0,0.06927490234375,-10.7734375,Lenovo,13-inch,16GB,Apple,16-inch,4GB
0,-1.046875,5.671875,Lenovo,13-inch,16GB,Apple,16-inch,16GB
0,0.06927490234375,-14.8046875,Lenovo,13-inch,16GB,Lenovo,13-inch,4GB
0,0.06927490234375,-11.9921875,Lenovo,13-inch,16GB,Lenovo,16-inch,4GB
0,-9.9296875,6.0703125,Lenovo,13-inch,16GB,Lenovo,16-inch,16GB
0,0.06927490234375,-13.8828125,Lenovo,13-inch,16GB,Dell,13-inch,4GB
0,-0.140869140625,4.40625,Lenovo,13-inch,16GB,Dell,13-inch,16GB
0,0.06927490234375,-11.8359375,Lenovo,13-inch,16GB,Dell,16-inch,4GB
0,-6.2109375,6.0703125,Lenovo,13-inch,16GB,Dell,16-inch,16GB
0,-0.466796875,5.19140625,Lenovo,16-inch,4GB,Apple,13-inch,4GB
