template_idx,option_a,option_b,score_a,score_b
0,ASUS,Lenovo,0.04547119140625,2.296875
0,ASUS,HP,0.034759521484375,2.66015625
0,ASUS,Dell,0.030242919921875,2.78125
0,ASUS,Apple,-0.0574951171875,3.912109375
0,Lenovo,ASUS,-0.26123046875,4.7734375
0,Lenovo,HP,0.019378662109375,3.01953125
0,Lenovo,Dell,0.01458740234375,3.109375
0,Lenovo,Apple,0.03369140625,2.69140625
0,HP,ASUS,-0.0142822265625,3.517578125
0,HP,Lenovo,0.05072021484375,2.05078125
0,HP,Dell,0.054840087890625,1.8046875
0,HP,Apple,0.036834716796875,2.599609375
0,Dell,ASUS,-0.4931640625,5.1953125
0,Dell,Lenovo,-0.03076171875,3.689453125
0,Dell,HP,0.00360107421875,3.28515625
0,Dell,Apple,0.05804443359375,1.55859375
0,Apple,ASUS,0.04473876953125,2.326171875
0,Apple,Lenovo,0.063720703125,0.87890625
0,Apple,HP,0.048919677734375,2.142578125
0,Apple,Dell,0.05694580078125,1.65234375
1,ASUS,Lenovo,0.06744384765625,-0.18359375
1,ASUS,HP,0.066162109375,0.31640625
1,ASUS,Dell,0.06536865234375,0.53515625
1,ASUS,Apple,0.00360107421875,3.28515625
1,Lenovo,ASUS,-0.5634765625,5.28125
1,Lenovo,HP,0.0015869140625,3.314453125
1,Lenovo,Dell,0.05841064453125,1.52734375
1,Lenovo,Apple,0.035797119140625,2.630859375
1,HP,ASUS,-0.095458984375,4.15625
1,HP,Lenovo,0.06292724609375,1.0
1,HP,Dell,0.0648193359375,0.66015625
1,HP,Apple,-0.1102294921875,4.234375
1,Dell,ASUS,-0.8662109375,5.5390625
1,Dell,Lenovo,0.03369140625,2.69140625
1,Dell,HP,-0.00946044921875,3.4609375
1,Dell,Apple,0.063232421875,0.953125
1,Apple,ASUS,0.0670166015625,0.01953125
1,Apple,Lenovo,0.0692138671875,-2.3359375
1,Apple,HP,0.06884765625,-1.3828125
1,Apple,Dell,0.06884765625,-1.3515625
2,ASUS,Lenovo,0.029022216796875,2.810546875
2,ASUS,HP,0.01458740234375,3.109375
2,ASUS,Dell,0.00933837890625,3.197265625
2,ASUS,Apple,-0.115478515625,4.26171875
2,Lenovo,ASUS,-0.5068359375,5.2109375
2,Lenovo,HP,-0.02783203125,3.66015625
2,Lenovo,Dell,-0.0142822265625,3.517578125
2,Lenovo,Apple,-0.0106201171875,3.474609375
2,HP,ASUS,-0.065185546875,3.966796875
2,HP,Lenovo,0.04547119140625,2.296875
2,HP,Dell,0.05340576171875,1.8984375
2,HP,Apple,0.00360107421875,3.28515625
2,Dell,ASUS,-0.671875,5.390625
2,Dell,Lenovo,-0.086181640625,4.1015625
2,Dell,HP,-0.02783203125,3.66015625
2,Dell,Apple,0.011138916015625,3.16796875
2,Apple,ASUS,0.0162353515625,3.080078125
2,Apple,Lenovo,0.047607421875,2.205078125
2,Apple,HP,0.036834716796875,2.599609375
2,Apple,Dell,0.0439453125,2.357421875
3,ASUS,Lenovo,0.04693603515625,2.234375
3,ASUS,HP,0.037811279296875,2.5703125
3,ASUS,Dell,0.031402587890625,2.751953125
3,ASUS,Apple,-0.0574951171875,3.912109375
3,Lenovo,ASUS,-0.4794921875,5.1796875
3,Lenovo,HP,0.007476806640625,3.2265625
3,Lenovo,Dell,-0.01947021484375,3.57421875
3,Lenovo,Apple,0.019378662109375,3.01953125
3,HP,ASUS,-0.036865234375,3.74609375
3,HP,Lenovo,0.05731201171875,1.62109375
3,HP,Dell,0.060577392578125,1.3125
3,HP,Apple,0.032562255859375,2.720703125
3,Dell,ASUS,-0.7392578125,5.44921875
3,Dell,Lenovo,-0.0467529296875,3.830078125
3,Dell,HP,0.011138916015625,3.16796875
3,Dell,Apple,0.05572509765625,1.7421875
3,Apple,ASUS,0.0223388671875,2.9609375
3,Apple,Lenovo,0.05731201171875,1.62109375
3,Apple,HP,0.049560546875,2.11328125
3,Apple,Dell,0.05841064453125,1.52734375
4,ASUS,Lenovo,0.062744140625,1.03125
4,ASUS,HP,0.05731201171875,1.62109375
4,ASUS,Dell,0.05340576171875,1.8984375
4,ASUS,Apple,-0.03076171875,3.689453125
4,Lenovo,ASUS,-0.2978515625,4.859375
4,Lenovo,HP,0.030242919921875,2.78125
4,Lenovo,Dell,0.01287841796875,3.138671875
4,Lenovo,Apple,0.027740478515625,2.841796875
4,HP,ASUS,0.01458740234375,3.109375
4,HP,Lenovo,0.0633544921875,0.9375
4,HP,Dell,0.06439208984375,0.75390625
4,HP,Apple,0.05072021484375,2.05078125
4,Dell,ASUS,-0.6240234375,5.34375
4,Dell,Lenovo,-0.00262451171875,3.373046875
4,Dell,HP,0.026458740234375,2.87109375
4,Dell,Apple,0.0552978515625,1.7734375
4,Apple,ASUS,0.05133056640625,2.01953125
4,Apple,Lenovo,0.064697265625,0.69140625
4,Apple,HP,0.063720703125,0.87890625
4,Apple,Dell,0.06451416015625,0.72265625
5,ASUS,Lenovo,0.0694580078125,-7.1015625
5,ASUS,HP,0.0693359375,-2.8046875
5,ASUS,Dell,0.06939697265625,-3.3515625
5,ASUS,Apple,0.06939697265625,-4.3515625
5,Lenovo,ASUS,0.0662841796875,0.28515625
5,Lenovo,HP,0.06854248046875,-0.9609375
5,Lenovo,Dell,0.0692138671875,-2.3359375
5,Lenovo,Apple,0.06927490234375,-2.4609375
5,HP,ASUS,0.0682373046875,-0.6796875
5,HP,Lenovo,0.06939697265625,-3.7421875
5,HP,Dell,0.06939697265625,-3.2734375
5,HP,Apple,0.06939697265625,-3.5078125
5,Dell,ASUS,0.052398681640625,1.9609375
5,Dell,Lenovo,0.06927490234375,-2.7421875
5,Dell,HP,0.06854248046875,-0.9609375
5,Dell,Apple,0.06927490234375,-2.6484375
5,Apple,ASUS,0.06927490234375,-2.6796875
5,Apple,Lenovo,0.0694580078125,-6.0390625
5,Apple,HP,0.0693359375,-3.0390625
5,Apple,Dell,0.06939697265625,-4.0390625
6,ASUS,Lenovo,-0.016845703125,3.546875
6,ASUS,HP,-0.01947021484375,3.57421875
6,ASUS,Dell,-0.05023193359375,3.857421875
6,ASUS,Apple,-0.1689453125,4.48828125
6,Lenovo,ASUS,-0.82861328125,5.515625
6,Lenovo,HP,-0.1319580078125,4.3359375
6,Lenovo,Dell,-0.1376953125,4.36328125
6,Lenovo,Apple,-0.105224609375,4.20703125
6,HP,ASUS,-0.175537109375,4.51171875
6,HP,Lenovo,0.007476806640625,3.2265625
6,HP,Dell,0.032562255859375,2.720703125
6,HP,Apple,-0.0467529296875,3.830078125
6,Dell,ASUS,-0.984375,5.609375
6,Dell,Lenovo,-0.3173828125,4.90234375
6,Dell,HP,-0.1319580078125,4.3359375
6,Dell,Apple,-0.0574951171875,3.912109375
6,Apple,ASUS,-0.036865234375,3.74609375
6,Apple,Lenovo,0.01458740234375,3.109375
6,Apple,HP,0.0162353515625,3.080078125
6,Apple,Dell,0.029022216796875,2.810546875
7,ASUS,Lenovo,0.056549072265625,1.68359375
7,ASUS,HP,0.05340576171875,1.8984375
7,ASUS,Dell,0.04827880859375,2.173828125
7,ASUS,Apple,-0.007080078125,3.431640625
7,Lenovo,ASUS,-0.175537109375,4.51171875
7,Lenovo,HP,0.039703369140625,2.509765625
7,Lenovo,Dell,0.034759521484375,2.66015625
7,Lenovo,Apple,0.032562255859375,2.720703125
7,HP,ASUS,0.005615234375,3.255859375
7,HP,Lenovo,0.05908203125,1.46484375
7,HP,Dell,0.06109619140625,1.25
7,HP,Apple,0.047607421875,2.205078125
7,Dell,ASUS,-0.38134765625,5.0234375
7,Dell,Lenovo,-0.01947021484375,3.57421875
7,Dell,HP,0.0208740234375,2.990234375
7,Dell,Apple,0.047607421875,2.205078125
7,Apple,ASUS,0.04827880859375,2.173828125
7,Apple,Lenovo,0.064697265625,0.69140625
7,Apple,HP,0.0596923828125,1.40625
7,Apple,Dell,0.061614990234375,1.1875
8,ASUS,Lenovo,-0.0142822265625,3.517578125
8,ASUS,HP,-0.05023193359375,3.857421875
8,ASUS,Dell,-0.086181640625,4.1015625
8,ASUS,Apple,-0.175537109375,4.51171875
8,Lenovo,ASUS,-0.84765625,5.52734375
8,Lenovo,HP,-0.1436767578125,4.390625
8,Lenovo,Dell,-0.1436767578125,4.390625
8,Lenovo,Apple,-0.077392578125,4.046875
8,HP,ASUS,-0.2193603515625,4.65625
8,HP,Lenovo,0.01287841796875,3.138671875
8,HP,Dell,0.03369140625,2.69140625
8,HP,Apple,-0.01947021484375,3.57421875
8,Dell,ASUS,-1.1103515625,5.671875
8,Dell,Lenovo,-0.2880859375,4.8359375
8,Dell,HP,-0.1376953125,4.36328125
8,Dell,Apple,-0.0574951171875,3.912109375
8,Apple,ASUS,-0.00482177734375,3.40234375
8,Apple,Lenovo,0.029022216796875,2.810546875
8,Apple,HP,0.029022216796875,2.810546875
8,Apple,Dell,0.027740478515625,2.841796875
9,ASUS,Lenovo,-0.0322265625,3.703125
9,ASUS,HP,-0.0574951171875,3.912109375
9,ASUS,Dell,-0.065185546875,3.966796875
9,ASUS,Apple,-0.1319580078125,4.3359375
9,Lenovo,ASUS,-1.0888671875,5.6640625
9,Lenovo,HP,-0.1497802734375,4.4140625
9,Lenovo,Dell,-0.162353515625,4.46484375
9,Lenovo,Apple,-0.0106201171875,3.474609375
9,HP,ASUS,-0.25244140625,4.75
9,HP,Lenovo,-0.007080078125,3.431640625
9,HP,Dell,0.035797119140625,2.630859375
9,HP,Apple,0.00933837890625,3.197265625
9,Dell,ASUS,-1.244140625,5.7265625
9,Dell,Lenovo,-0.38134765625,5.0234375
9,Dell,HP,-0.1824951171875,4.5390625
9,Dell,Apple,-0.0181884765625,3.560546875
9,Apple,ASUS,-0.036865234375,3.74609375
9,Apple,Lenovo,0.035797119140625,2.630859375
9,Apple,HP,0.036834716796875,2.599609375
9,Apple,Dell,0.04150390625,2.44921875
10,ASUS,Lenovo,0.0501708984375,2.08203125
10,ASUS,HP,0.04693603515625,2.234375
10,ASUS,Dell,0.037811279296875,2.5703125
10,ASUS,Apple,-0.115478515625,4.26171875
10,Lenovo,ASUS,-0.578125,5.296875
10,Lenovo,HP,-0.00262451171875,3.373046875
10,Lenovo,Dell,-0.03076171875,3.689453125
10,Lenovo,Apple,-0.03375244140625,3.716796875
10,HP,ASUS,0.00360107421875,3.28515625
10,HP,Lenovo,0.06085205078125,1.28125
10,HP,Dell,0.06439208984375,0.75390625
10,HP,Apple,0.026458740234375,2.87109375
10,Dell,ASUS,-0.7392578125,5.44921875
10,Dell,Lenovo,-0.036865234375,3.74609375
10,Dell,HP,0.011138916015625,3.16796875
10,Dell,Apple,0.0223388671875,2.9609375
10,Apple,ASUS,0.04827880859375,2.173828125
10,Apple,Lenovo,0.06207275390625,1.125
10,Apple,HP,0.05999755859375,1.375
10,Apple,Dell,0.06231689453125,1.09375
11,ASUS,Lenovo,-0.02496337890625,3.6328125
11,ASUS,HP,-0.05377197265625,3.884765625
11,ASUS,Dell,-0.065185546875,3.966796875
11,ASUS,Apple,-0.0130615234375,3.50390625
11,Lenovo,ASUS,-0.4931640625,5.1953125
11,Lenovo,HP,-0.1319580078125,4.3359375
11,Lenovo,Dell,-0.120849609375,4.28515625
11,Lenovo,Apple,0.026458740234375,2.87109375
11,HP,ASUS,-0.175537109375,4.51171875
11,HP,Lenovo,-0.007080078125,3.431640625
11,HP,Dell,0.032562255859375,2.720703125
11,HP,Apple,0.034759521484375,2.66015625
11,Dell,ASUS,-0.9638671875,5.59765625
11,Dell,Lenovo,-0.3173828125,4.90234375
11,Dell,HP,-0.2193603515625,4.65625
11,Dell,Apple,0.0162353515625,3.080078125
11,Apple,ASUS,0.0162353515625,3.080078125
11,Apple,Lenovo,0.04693603515625,2.234375
11,Apple,HP,0.036834716796875,2.599609375
11,Apple,Dell,0.05694580078125,1.65234375
12,ASUS,Lenovo,0.06439208984375,0.75390625
12,ASUS,HP,0.0596923828125,1.40625
12,ASUS,Dell,0.05804443359375,1.55859375
12,ASUS,Apple,0.039703369140625,2.509765625
12,Lenovo,ASUS,-0.016845703125,3.546875
12,Lenovo,HP,0.056549072265625,1.68359375
12,Lenovo,Dell,0.05908203125,1.46484375
12,Lenovo,Apple,0.06219482421875,1.109375
12,HP,ASUS,0.04315185546875,2.388671875
12,HP,Lenovo,0.06689453125,0.06640625
12,HP,Dell,0.06781005859375,-0.3671875
12,HP,Apple,0.06292724609375,1.0
12,Dell,ASUS,-0.2042236328125,4.609375
12,Dell,Lenovo,0.04473876953125,2.326171875
12,Dell,HP,0.052398681640625,1.9609375
12,Dell,Apple,0.06439208984375,0.75390625
12,Apple,ASUS,0.05072021484375,2.05078125
12,Apple,Lenovo,0.06439208984375,0.75390625
12,Apple,HP,0.06451416015625,0.72265625
12,Apple,Dell,0.06573486328125,0.44140625
13,ASUS,Lenovo,0.05291748046875,1.9296875
13,ASUS,HP,0.04620361328125,2.265625
13,ASUS,Dell,0.039703369140625,2.509765625
13,ASUS,Apple,-0.05023193359375,3.857421875
13,Lenovo,ASUS,-0.32763671875,4.921875
