template_idx,option_a,option_b,score_a,score_b
0,red,blue,-0.21875,-2.109375
0,red,green,-0.2529296875,-1.9326171875
0,red,yellow,-0.270751953125,-2.005859375
0,red,purple,-0.25732421875,-1.9755859375
0,blue,red,-0.27880859375,-2.138671875
0,blue,green,-0.281982421875,-2.015625
0,blue,yellow,-0.310546875,-2.021484375
0,blue,purple,-0.3125,-1.9296875
0,green,red,-0.320556640625,-1.8984375
0,green,blue,-0.304931640625,-1.921875
0,green,yellow,-0.361328125,-1.822265625
0,green,purple,-0.330322265625,-1.845703125
0,yellow,red,-0.46826171875,-1.6708984375
0,yellow,blue,-0.46044921875,-1.640625
0,yellow,green,-0.483154296875,-1.5927734375
0,yellow,purple,-0.451904296875,-1.6474609375
0,purple,red,-0.4091796875,-1.7294921875
0,purple,blue,-0.435791015625,-1.638671875
0,purple,green,-0.39697265625,-1.748046875
0,purple,yellow,-0.42578125,-1.67578125
1,red,blue,-0.308349609375,-1.47265625
1,red,green,-0.333984375,-1.388671875
1,red,yellow,-0.251220703125,-1.6650390625
1,red,purple,-0.274169921875,-1.5556640625
1,blue,red,-0.342529296875,-1.3818359375
1,blue,green,-0.32666015625,-1.419921875
1,blue,yellow,-0.29443359375,-1.521484375
1,blue,purple,-0.34423828125,-1.3603515625
1,green,red,-0.2939453125,-1.5205078125
1,green,blue,-0.283447265625,-1.541015625
1,green,yellow,-0.234375,-1.75
1,green,purple,-0.255615234375,-1.646484375
1,yellow,red,-0.40625,-1.2265625
1,yellow,blue,-0.43798828125,-1.1494140625
1,yellow,green,-0.389404296875,-1.2646484375
1,yellow,purple,-0.3779296875,-1.2841796875
1,purple,red,-0.337646484375,-1.392578125
1,purple,blue,-0.382080078125,-1.2724609375
1,purple,green,-0.311767578125,-1.4677734375
1,purple,yellow,-0.337158203125,-1.3837890625
2,red,blue,-0.318359375,-1.505859375
2,red,green,-0.31591796875,-1.5185546875
2,red,yellow,-0.276611328125,-1.6669921875
2,red,purple,-0.274658203125,-1.6337890625
2,blue,red,-0.3125,-1.6328125
2,blue,green,-0.333251953125,-1.4892578125
2,blue,yellow,-0.301513671875,-1.6533203125
2,blue,purple,-0.35302734375,-1.4384765625
2,green,red,-0.303466796875,-1.6005859375
2,green,blue,-0.344482421875,-1.4462890625
2,green,yellow,-0.331298828125,-1.5576171875
2,green,purple,-0.286376953125,-1.6376953125
2,yellow,red,-0.4384765625,-1.3447265625
2,yellow,blue,-0.435546875,-1.310546875
2,yellow,green,-0.45751953125,-1.3017578125
2,yellow,purple,-0.42626953125,-1.31640625
2,purple,red,-0.386962890625,-1.37890625
