item_a,item_b,template,score_single_a,score_single_b,score_group_a,score_group_b,score_ppl_a,score_ppl_b
red,blue,Option A: {A}. Option B: {B}. Selected:,0.1793212890625,0.1961669921875,0.29481422901153564,0.2650752663612366,-1.71875,-1.62890625
red,green,Option A: {A}. Option B: {B}. Selected:,0.17236328125,0.228271484375,0.2812774181365967,0.3052225708961487,-1.7578125,-1.4765625
red,yellow,Option A: {A}. Option B: {B}. Selected:,0.1864013671875,0.1842041015625,0.2785753607749939,0.24790018796920776,-1.6796875,-1.69140625
red,purple,Option A: {A}. Option B: {B}. Selected:,0.1617431640625,0.177001953125,0.25382763147354126,0.2358834147453308,-1.8212890625,-1.7314453125
blue,red,Option A: {A}. Option B: {B}. Selected:,0.2215576171875,0.1925048828125,0.32890641689300537,0.2715790867805481,-1.5068359375,-1.6474609375
blue,green,Option A: {A}. Option B: {B}. Selected:,0.251953125,0.268310546875,0.33399951457977295,0.3236677050590515,-1.3779296875,-1.3154296875
blue,yellow,Option A: {A}. Option B: {B}. Selected:,0.24169921875,0.17822265625,0.33024537563323975,0.23454433679580688,-1.419921875,-1.724609375
blue,purple,Option A: {A}. Option B: {B}. Selected:,0.2451171875,0.187255859375,0.32811951637268066,0.23778975009918213,-1.40625,-1.67578125
green,red,Option A: {A}. Option B: {B}. Selected:,0.2080078125,0.15283203125,0.33249640464782715,0.25894325971603394,-1.5703125,-1.87890625
green,blue,Option A: {A}. Option B: {B}. Selected:,0.2362060546875,0.1981201171875,0.34106457233428955,0.27269959449768066,-1.443359375,-1.619140625
green,yellow,Option A: {A}. Option B: {B}. Selected:,0.253662109375,0.1605224609375,0.352641761302948,0.2362540364265442,-1.3720703125,-1.8291015625
green,purple,Option A: {A}. Option B: {B}. Selected:,0.19384765625,0.1497802734375,0.30479341745376587,0.22636747360229492,-1.640625,-1.8984375
yellow,red,Option A: {A}. Option B: {B}. Selected:,0.18896484375,0.2027587890625,0.27352285385131836,0.2852717638015747,-1.666015625,-1.595703125
yellow,blue,Option A: {A}. Option B: {B}. Selected:,0.1832275390625,0.2254638671875,0.26566773653030396,0.2880525588989258,-1.6962890625,-1.4892578125
yellow,green,Option A: {A}. Option B: {B}. Selected:,0.1953125,0.29443359375,0.26478755474090576,0.3567090630531311,-1.6328125,-1.22265625
yellow,purple,Option A: {A}. Option B: {B}. Selected:,0.1414794921875,0.21826171875,0.22102558612823486,0.282301664352417,-1.9560546875,-1.5224609375
purple,red,Option A: {A}. Option B: {B}. Selected:,0.1160888671875,0.2005615234375,0.20210683345794678,0.2803668975830078,-2.154296875,-1.6064453125
purple,blue,Option A: {A}. Option B: {B}. Selected:,0.1337890625,0.25390625,0.2064550518989563,0.3171389698982239,-2.01171875,-1.37109375
purple,green,Option A: {A}. Option B: {B}. Selected:,0.1441650390625,0.270263671875,0.21342098712921143,0.33210819959640503,-1.9365234375,-1.3076171875
purple,yellow,Option A: {A}. Option B: {B}. Selected:,0.1431884765625,0.1597900390625,0.2225477695465088,0.2266860008239746,-1.943359375,-1.833984375
red,blue,Choice: {A} or {B}? Answer:,0.287841796875,0.188720703125,0.3374950885772705,0.22575044631958008,-1.24609375,-1.66796875
red,green,Choice: {A} or {B}? Answer:,0.273193359375,0.20947265625,0.32571232318878174,0.25732600688934326,-1.2978515625,-1.5634765625
red,yellow,Choice: {A} or {B}? Answer:,0.325439453125,0.1298828125,0.3868443965911865,0.1662074327468872,-1.123046875,-2.041015625
red,purple,Choice: {A} or {B}? Answer:,0.26611328125,0.25390625,0.29744625091552734,0.30724066495895386,-1.32421875,-1.37109375
blue,red,Choice: {A} or {B}? Answer:,0.284912109375,0.1839599609375,0.35241401195526123,0.22560149431228638,-1.255859375,-1.693359375
blue,green,Choice: {A} or {B}? Answer:,0.3037109375,0.193115234375,0.3579522371292114,0.23255735635757446,-1.19140625,-1.64453125
blue,yellow,Choice: {A} or {B}? Answer:,0.3271484375,0.1148681640625,0.3923494219779968,0.14776301383972168,-1.1171875,-2.1640625
blue,purple,Choice: {A} or {B}? Answer:,0.3095703125,0.161865234375,0.3726422190666199,0.21633553504943848,-1.1728515625,-1.8212890625
green,red,Choice: {A} or {B}? Answer:,0.353759765625,0.203125,0.4209705591201782,0.23209035396575928,-1.0390625,-1.59375
green,blue,Choice: {A} or {B}? Answer:,0.31787109375,0.22900390625,0.3733723759651184,0.2653646469116211,-1.146484375,-1.474609375
green,yellow,Choice: {A} or {B}? Answer:,0.363037109375,0.1490478515625,0.4149169325828552,0.1731303334236145,-1.0126953125,-1.9033203125
green,purple,Choice: {A} or {B}? Answer:,0.297607421875,0.2373046875,0.33652567863464355,0.28681015968322754,-1.2119140625,-1.4384765625
yellow,red,Choice: {A} or {B}? Answer:,0.2010498046875,0.2208251953125,0.2723245620727539,0.26231294870376587,-1.6044921875,-1.5107421875
yellow,blue,Choice: {A} or {B}? Answer:,0.16943359375,0.2388916015625,0.22877180576324463,0.2893636226654053,-1.775390625,-1.431640625
yellow,green,Choice: {A} or {B}? Answer:,0.2264404296875,0.216064453125,0.28032857179641724,0.25198543071746826,-1.4853515625,-1.5322265625
yellow,purple,Choice: {A} or {B}? Answer:,0.1868896484375,0.24365234375,0.23273855447769165,0.2989780902862549,-1.677734375,-1.412109375
purple,red,Choice: {A} or {B}? Answer:,0.314453125,0.168212890625,0.4003242254257202,0.19794219732284546,-1.1572265625,-1.7822265625
purple,blue,Choice: {A} or {B}? Answer:,0.2239990234375,0.2440185546875,0.30171942710876465,0.31264787912368774,-1.49609375,-1.41015625
purple,green,Choice: {A} or {B}? Answer:,0.28271484375,0.19287109375,0.36205607652664185,0.22876155376434326,-1.2626953125,-1.6455078125
purple,yellow,Choice: {A} or {B}? Answer:,0.343994140625,0.099365234375,0.42828547954559326,0.12873512506484985,-1.06640625,-2.30859375
red,blue,"Pick one: {A}, {B}. Result:",0.398681640625,0.2427978515625,0.4443986415863037,0.2732135057449341,-0.91943359375,-1.416015625
red,green,"Pick one: {A}, {B}. Result:",0.39697265625,0.2315673828125,0.433222234249115,0.25392383337020874,-0.923828125,-1.462890625
red,yellow,"Pick one: {A}, {B}. Result:",0.418212890625,0.131103515625,0.4690464735031128,0.1503387689590454,-0.8720703125,-2.03125
red,purple,"Pick one: {A}, {B}. Result:",0.3505859375,0.1905517578125,0.38859450817108154,0.22210943698883057,-1.048828125,-1.658203125
blue,red,"Pick one: {A}, {B}. Result:",0.38037109375,0.2352294921875,0.42435455322265625,0.2583655118942261,-0.96630859375,-1.447265625
blue,green,"Pick one: {A}, {B}. Result:",0.328857421875,0.2269287109375,0.3771389126777649,0.26276588439941406,-1.1123046875,-1.4833984375
blue,yellow,"Pick one: {A}, {B}. Result:",0.372802734375,0.1234130859375,0.4262484908103943,0.14642906188964844,-0.98681640625,-2.091796875
blue,purple,"Pick one: {A}, {B}. Result:",0.347900390625,0.161865234375,0.4064819812774658,0.19581425189971924,-1.0556640625,-1.8212890625
green,red,"Pick one: {A}, {B}. Result:",0.323974609375,0.2369384765625,0.37929999828338623,0.2566586136817932,-1.126953125,-1.439453125
green,blue,"Pick one: {A}, {B}. Result:",0.29931640625,0.258056640625,0.36303210258483887,0.29074496030807495,-1.2060546875,-1.3544921875
green,yellow,"Pick one: {A}, {B}. Result:",0.3173828125,0.1209716796875,0.3825092911720276,0.14094996452331543,-1.1474609375,-2.111328125
green,purple,"Pick one: {A}, {B}. Result:",0.30419921875,0.1903076171875,0.3536744713783264,0.22028738260269165,-1.1904296875,-1.6591796875
yellow,red,"Pick one: {A}, {B}. Result:",0.1796875,0.265625,0.2270200252532959,0.29964524507522583,-1.716796875,-1.326171875
yellow,blue,"Pick one: {A}, {B}. Result:",0.167236328125,0.267333984375,0.21554917097091675,0.3115485906600952,-1.7880859375,-1.3193359375
yellow,green,"Pick one: {A}, {B}. Result:",0.1883544921875,0.25732421875,0.22808533906936646,0.29402029514312744,-1.669921875,-1.357421875
yellow,purple,"Pick one: {A}, {B}. Result:",0.1837158203125,0.216552734375,0.22655099630355835,0.25474411249160767,-1.6943359375,-1.5302734375
purple,red,"Pick one: {A}, {B}. Result:",0.20703125,0.26806640625,0.26231247186660767,0.29496097564697266,-1.57421875,-1.31640625
purple,blue,"Pick one: {A}, {B}. Result:",0.1927490234375,0.30322265625,0.24263960123062134,0.349786639213562,-1.646484375,-1.193359375
purple,green,"Pick one: {A}, {B}. Result:",0.224853515625,0.2384033203125,0.2831472158432007,0.27293187379837036,-1.4921875,-1.43359375
purple,yellow,"Pick one: {A}, {B}. Result:",0.301513671875,0.1317138671875,0.3638109564781189,0.15682196617126465,-1.19921875,-2.02734375
red,blue,"Candidates: {A}, {B}. Chosen:",0.337158203125,0.334716796875,0.3439761996269226,0.34177887439727783,-1.0869140625,-1.0947265625
red,green,"Candidates: {A}, {B}. Chosen:",0.34619140625,0.374267578125,0.35119110345840454,0.37955647706985474,-1.060546875,-0.982421875
red,yellow,"Candidates: {A}, {B}. Chosen:",0.302734375,0.2442626953125,0.30950748920440674,0.2502754330635071,-1.1953125,-1.41015625
red,purple,"Candidates: {A}, {B}. Chosen:",0.292236328125,0.2205810546875,0.2970767617225647,0.2265491485595703,-1.23046875,-1.51171875
blue,red,"Candidates: {A}, {B}. Chosen:",0.35986328125,0.361328125,0.3652113080024719,0.3656342625617981,-1.0224609375,-1.0185546875
blue,green,"Candidates: {A}, {B}. Chosen:",0.27392578125,0.43408203125,0.2779192328453064,0.43723273277282715,-1.294921875,-0.83447265625
blue,yellow,"Candidates: {A}, {B}. Chosen:",0.2802734375,0.3515625,0.2840120792388916,0.35577255487442017,-1.2724609375,-1.0458984375
blue,purple,"Candidates: {A}, {B}. Chosen:",0.328857421875,0.254150390625,0.33530372381210327,0.26051944494247437,-1.1123046875,-1.3701171875
green,red,"Candidates: {A}, {B}. Chosen:",0.445068359375,0.326904296875,0.44846659898757935,0.32893723249435425,-0.8095703125,-1.1181640625
green,blue,"Candidates: {A}, {B}. Chosen:",0.49072265625,0.27001953125,0.4970601797103882,0.2756691575050354,-0.7119140625,-1.3095703125
green,yellow,"Candidates: {A}, {B}. Chosen:",0.403564453125,0.2371826171875,0.4076892137527466,0.2407347559928894,-0.90771484375,-1.4384765625
green,purple,"Candidates: {A}, {B}. Chosen:",0.371337890625,0.35693359375,0.3751283288002014,0.3630075454711914,-0.99072265625,-1.0302734375
yellow,red,"Candidates: {A}, {B}. Chosen:",0.2396240234375,0.2322998046875,0.24467146396636963,0.23672866821289062,-1.4287109375,-1.4599609375
yellow,blue,"Candidates: {A}, {B}. Chosen:",0.2459716796875,0.1923828125,0.2513298988342285,0.19578170776367188,-1.40234375,-1.6484375
